id,chr,start,end,-log10p,log2FC
chr1:113497986-113498206,chr1,112955364,112955584,4.018399678126505,1.475369839553077
chr1:161068062-161068801,chr1,161098272,161099011,8.011898638189743,0.795824060401289
chr1:98510966-98511710,chr1,98045410,98046154,11.05985758219221,1.1471532828110027
chr1:1355159-1356000,chr1,1419779,1420620,41.237317986273375,0.8163045833418043
chr1:45139770-45140584,chr1,44674098,44674912,4.829345335575621,0.5372263982153317
chr1:214778908-214779709,chr1,214605565,214606366,0.6021789189607216,0.006967013052495042
chr1:155657832-155659125,chr1,155688041,155689334,0.3091276723801622,-0.07042271058686866
chr1:1159168-1159528,chr1,1223788,1224148,0.10351664087571988,0.0026964678798235267
chr1:23345814-23346677,chr1,23019321,23020184,1.341699303413795,-0.24613423162053494
chr1:1655395-1656231,chr1,1723956,1724792,1.2874389529955677,0.67775239828431
chr1:101360588-101360832,chr1,100895032,100895276,0.3555661731417162,-0.6383702546317689
chr1:3351365-3351632,chr1,3434801,3435068,3.0659454983633734,-0.08190159772337527
chr1:90098230-90099292,chr1,89632671,89633733,0.5230971100329208,-0.6608474594357223
chr1:27960567-27961023,chr1,27634056,27634512,0.024705660071733564,-0.13053053023799413
chr1:113161591-113162571,chr1,112618969,112619949,0.5858643394352885,-0.006111200132153339
chr1:18956895-18959829,chr1,18630401,18633335,158.4196939905766,1.9396252604515032
chr1:116380359-116382364,chr1,115837738,115839743,124.54497298549838,1.8006091193547458
chr1:53098629-53099303,chr1,52632957,52633631,16.299173119030936,1.4527426741921077
chr1:26826676-26827474,chr1,26500185,26500983,1.0657663955030967,-1.109880070217201
chr1:160389103-160389386,chr1,160419313,160419596,0.5482047183040933,-0.019854312650809863
chr1:43637503-43638052,chr1,43171832,43172381,0.6578570155508556,0.10021599948554394
chr1:27216161-27217045,chr1,26889670,26890554,0.6429394812686698,0.6291006163667088
chr1:241802960-241803649,chr1,241639658,241640347,0.11532914876640796,0.004176677043174092
chr1:7764593-7765856,chr1,7704533,7705796,8.105558693658022,0.3806204930458011
chr1:3275029-3275284,chr1,3358465,3358720,0.00022982080049594293,0.021831177363142325
chr1:16543683-16544307,chr1,16217188,16217812,25.018647941895654,2.0228936178885784
chr1:40782220-40783145,chr1,40316548,40317473,13.237691280180435,0.955257995946166
chr1:33772146-33773104,chr1,33306545,33307503,66.73566508393033,0.99863078862602
chr1:6051595-6052955,chr1,5991535,5992895,0.1002017406200682,-0.6567582194724052
chr1:46088194-46089142,chr1,45622522,45623470,5.265526042678186,0.05801454653567551
chr1:233086191-233086595,chr1,232950445,232950849,0.002452015265621706,0.15251389345502359
chr1:44883136-44884272,chr1,44417464,44418600,0.30492785264501765,-0.5050070907845299
chr1:56943401-56943669,chr1,56477729,56477997,2.788738781972311,0.35632525096230294
chr1:3527619-3528078,chr1,3611055,3611514,0.39383429094388867,-0.35731032961471715
chr1:38941919-38942404,chr1,38476247,38476732,32.241900417299156,1.9112015618769183
chr1:116518757-116519537,chr1,115976136,115976916,9.33163236241711,0.6795856506812507
chr1:154244710-154245289,chr1,154272234,154272813,0.6714783156553684,0.014718143294637456
chr1:230492716-230492945,chr1,230356970,230357199,0.13045165812161577,0.01201520144902092
chr1:90460399-90461237,chr1,89994840,89995678,0.07268461662274697,-0.27519673483881024
chr1:1564421-1570006,chr1,1629041,1634630,inf,1.7318342281305155
chr1:228225442-228225753,chr1,228037741,228038052,8.647342643226633,1.2703802484423086
chr1:228161368-228161576,chr1,227973667,227973875,0.07181093774585766,-0.027378109378128485
chr1:240656253-240656720,chr1,240492953,240493420,11.270155730736445,0.32281082198684824
chr1:93913636-93914524,chr1,93448079,93448967,0.8818291348772584,0.27403766089173676
chr1:1098043-1100584,chr1,1162663,1165204,42.44281588574254,0.16313455597379073
chr1:32800859-32802229,chr1,32335258,32336628,0.8795995049200357,0.05601618367019187
chr1:11708767-11709277,chr1,11648710,11649220,9.58445432570814,0.6763599468777625
chr1:144931339-144932626,chr1,148951862,148953149,4.309539752846226,3.040261446470534
chr1:208041862-208042718,chr1,207868517,207869373,0.2617838027681263,-0.130260903532748
chr1:182808312-182809122,chr1,182839177,182839987,1.5576735882991546,0.2626180436257412
chr1:1141670-1142150,chr1,1206290,1206770,5.019467646695367,0.7600707274879965
chr1:1242400-1245185,chr1,1307020,1309805,0.8437906655876127,0.10418161818197959
chr1:34090605-34090854,chr1,33625005,33625254,1.349524630702538,-0.045345987821720835
chr1:3310102-3311035,chr1,3393538,3394471,96.3924687717177,1.9701389765893833
chr1:8390202-8390800,chr1,8330142,8330740,3.4952709894570617,-0.053905621667193766
chr1:6525996-6526228,chr1,6465936,6466168,0.27574611707055263,-0.1720064831679058
chr1:91185156-91185577,chr1,90719599,90720020,33.87547214002121,1.3890507165011157
chr1:1446878-1448205,chr1,1511498,1512825,3.455751215606089,-1.3356894924653429
chr1:156469617-156471060,chr1,156499825,156501268,0.5120076362825884,-0.2215036951804312
chr1:66998728-66999060,chr1,66533045,66533377,27.151656840767124,2.2433507841608016
chr1:222817467-222817671,chr1,222644125,222644329,0.3974716820089627,0.049460380734553
chr1:155920651-155920898,chr1,155950860,155951107,0.03738874787665181,0.007711541698617673
chr1:43738484-43738829,chr1,43272813,43273158,0.8602341842775102,0.04435043037346349
chr1:226186803-226187336,chr1,225999102,225999635,0.2600105253382621,-0.5208524538857856
chr1:2259064-2259326,chr1,2327625,2327887,1.1166647721080918,0.013342499195600826
chr1:203455815-203456041,chr1,203486687,203486913,0.6754603602165707,0.02710230193198568
chr1:167905027-167906801,chr1,167935789,167937563,0.23496803878124128,-0.0819231154197769
chr1:43232214-43233359,chr1,42766543,42767688,0.2857173643372544,-0.9212288146008002
chr1:33592891-33593155,chr1,33127290,33127554,0.14049410785404026,-0.3463811386119012
chr1:113256885-113258149,chr1,112714263,112715527,9.050399010319085,0.8568539548747571
chr1:36173406-36173979,chr1,35707805,35708378,2.6812077304366633,0.6250507285962955
chr1:2253723-2254758,chr1,2322284,2323319,4.14608556763894,0.1976053088395324
chr1:55246742-55247519,chr1,54781069,54781846,3.742225312141064,0.05943616593226663
chr1:204380313-204381159,chr1,204411185,204412031,0.2930834900901411,-0.8573458426089615
chr1:47973709-47973952,chr1,47508037,47508280,6.424193128497578,1.6910289662180003
chr1:148864531-148865184,chr1,143487762,143488415,,
chr1:203830507-203830901,chr1,203861379,203861773,0.6503710547033832,0.18895322915294135
chr1:38273374-38274402,chr1,37807702,37808730,0.6399057509857394,-0.6465558528383927
chr1:201083458-201084567,chr1,201114330,201115439,38.92288811566587,1.02118763534473
chr1:236227682-236228817,chr1,236064382,236065517,50.725728886227245,2.019040333829017
chr1:150121695-150123078,chr1,150149505,150150888,0.12949711567245106,-0.1629469941143073
chr1:2005179-2005565,chr1,2073740,2074126,1.5677429855221754,-0.026523726779719016
chr1:63782394-63790471,chr1,63316723,63324800,inf,1.4904480183715092
chr1:211306667-211307675,chr1,211133325,211134333,20.63074851333401,1.7520389829075236
chr1:202830061-202830923,chr1,202860933,202861795,0.06744089436395306,-0.1799547028205748
chr1:35497121-35497587,chr1,35031520,35031986,0.22142290458067415,0.188288193197167
chr1:205781870-205783010,chr1,205812742,205813882,35.27310890765976,1.7247504420245745
chr1:39269729-39270251,chr1,38804057,38804579,5.131893351776747,0.8538457850544066
chr1:185703458-185703662,chr1,185734326,185734530,4.7771621689663295,0.8411342884221091
chr1:33429531-33430513,chr1,32963930,32964912,0.824994663245207,0.07524870856462586
chr1:159869901-159870143,chr1,159900111,159900353,40.69208537705904,1.1548224604662947
chr1:175161900-175162364,chr1,175192764,175193228,8.542895872345863,1.9414594956510383
chr1:51701767-51702542,chr1,51236095,51236870,0.23758229250551002,-0.2740621484041765
chr1:161283775-161284007,chr1,161313985,161314217,0.6803230170483469,0.11951480070595899
chr1:25071352-25072586,chr1,24744861,24746095,0.8191210399867586,0.013589027598335546
chr1:43423467-43424768,chr1,42957796,42959097,0.6026649962798278,0.31268829348107724
chr1:207925171-207925964,chr1,207751826,207752619,0.25983259166663564,-1.1223814030452688
chr1:45956345-45956893,chr1,45490673,45491221,0.09106529810066527,-0.3324870240052341
chr1:204120398-204121109,chr1,204151270,204151981,19.139669138957963,1.2416290148913356
chr1:173837172-173837917,chr1,173868034,173868779,0.39514445843164947,0.18504481329529232
chr1:6659125-6659505,chr1,6599065,6599445,0.5739535576739105,-0.03997372997813603
chr1:155043412-155043922,chr1,155070936,155071446,4.725431523439814,0.6633474747065636
chr1:226075150-226075680,chr1,225887450,225887980,69.52132062143724,1.0836648358907448
chr1:3184546-3184824,chr1,3267982,3268260,1.2247300150750604,-0.024229773282293796
chr1:156215368-156215899,chr1,156245577,156246108,0.8373223780833658,0.07855855221463785
chr1:228289669-228291184,chr1,228101968,228103483,1.0299658000941199,-0.5051072288293188
chr1:3688553-3689684,chr1,3771989,3773120,22.174593105752894,1.6978469285713909
chr1:156084486-156085097,chr1,156114695,156115306,16.446386099593028,1.47443499162984
chr1:247241579-247242201,chr1,247078277,247078899,1.458118444746873,-0.14923979254513534
chr1:16464376-16464621,chr1,16137881,16138126,0.02784441128806992,0.008467859283210649
chr1:29460810-29461172,chr1,29134298,29134660,3.728405500533464,0.15165601565142547
chr1:151300522-151300724,chr1,151328046,151328248,15.424683254739273,1.218047691058323
chr1:228603706-228604567,chr1,228416005,228416866,12.369207278053757,1.32547835343996
chr1:27692412-27693243,chr1,27365921,27366752,0.0009891310761960185,-0.7897246433400485
chr1:146556312-146556676,chr1,147084765,147085129,5.554199898005192,1.78832076329953
chr1:54723696-54724019,chr1,54258023,54258346,0.1797952009088121,0.009034116469023202
chr1:19923341-19924002,chr1,19596847,19597508,0.4531204895518379,-0.1511287895604276
chr1:178062712-178063846,chr1,178093577,178094711,2.934005986633982,-0.10964140039776259
chr1:228645196-228646434,chr1,228457495,228458733,59.49358856432686,1.447130190807172
chr1:247614695-247614944,chr1,247451393,247451642,0.6887218119500462,-0.009701451019683447
chr1:886356-886602,chr1,950976,951222,0.5346362957697848,0.014141177774529232
chr1:9099280-9100513,chr1,9039221,9040454,3.1473670385284436,0.031542523911182604
chr1:2979275-2980758,chr1,3062711,3064194,1.5410923500191787,-0.011837490911802279
chr1:2387669-2388086,chr1,2456230,2456647,0.4039093699685789,-0.07802846672329286
chr1:27114118-27114692,chr1,26787627,26788201,0.09135158592069126,-0.17660146799707305
chr1:35350878-35351854,chr1,34885277,34886253,45.58182624693391,1.5443344315986554
chr1:33502201-33502719,chr1,33036600,33037118,1.7808358005121285,0.20814432367280286
chr1:197890478-197890824,chr1,197921348,197921694,26.60393946208292,1.2504149621446512
chr1:36689759-36690087,chr1,36224158,36224486,0.8167191865907117,-0.4296595336436889
chr1:193028221-193029271,chr1,193059091,193060141,1.6673544253382213,0.39139430282170395
chr1:207818389-207818952,chr1,207645044,207645607,34.7244316525716,1.1008084331859527
chr1:217310749-217311178,chr1,217137407,217137836,57.37987094340252,2.0047953230991857
chr1:117209824-117210621,chr1,116667202,116667999,3.0209713053456255,0.8532578710359713
chr1:205196791-205197252,chr1,205227663,205228124,0.10451890614590936,-0.09933741421740384
chr1:113217475-113218097,chr1,112674853,112675475,0.7871678261737087,0.40490119445833245
chr1:2339876-2340246,chr1,2408437,2408807,0.003306966210478944,0.011323185600991166
chr1:8483389-8484339,chr1,8423329,8424279,0.029612829192892803,-0.31501031630672766
chr1:149149250-149149505,chr1,143654586,143654841,17.41914581420788,1.3883241964954913
chr1:202976328-202977028,chr1,203007200,203007900,0.5903653600135561,-0.678011086580402
chr1:3394701-3395191,chr1,3478137,3478627,5.918232629154056,-0.21189600933327002
chr1:46767425-46769036,chr1,46301753,46303364,0.4721662794027495,-0.33906864500520295
chr1:9883011-9884667,chr1,9822953,9824609,3.2562051258216504,0.1942643903798566
chr1:95699725-95700142,chr1,95234169,95234586,0.49882777302885656,-0.5563627339811874
chr1:201437519-201438648,chr1,201468391,201469520,4.895522562252532,0.5510337607593007
chr1:14075267-14076458,chr1,13748772,13749963,0.5466218099583792,-0.8742486136489002
chr1:44435409-44436114,chr1,43969737,43970442,0.20463898180216272,-0.6065171562875604
chr1:34642382-34643024,chr1,34176781,34177423,65.08117221348715,1.6316521769633554
chr1:44568991-44569399,chr1,44103319,44103727,5.833766557290777,0.13619851226212124
chr1:47184402-47185083,chr1,46718730,46719411,0.030452148516816255,-0.6823793809960244
chr1:47069615-47070179,chr1,46603943,46604507,1.220787181720974,0.06934165788442394
chr1:88928283-88928760,chr1,88462600,88463077,35.196801123418695,1.5190819048017299
chr1:226111642-226112552,chr1,225923942,225924852,0.372191017227024,-0.6468417726186757
chr1:214153214-214153668,chr1,213979871,213980325,34.21792671851105,1.9592727617916326
chr1:22974050-22974303,chr1,22647557,22647810,0.7274985005725411,-0.0614375827281988
chr1:50798667-50799536,chr1,50332995,50333864,13.586562557545841,0.9872889482504461
chr1:8385895-8386168,chr1,8325835,8326108,0.922466473661702,-0.009134604314158398
chr1:205238112-205238546,chr1,205268984,205269418,1.9956828336699544,-0.0038809854614077583
chr1:44495629-44497112,chr1,44029957,44031440,2.7484939382087052,-0.07375517387544114
chr1:75601998-75602878,chr1,75136313,75137193,94.38518575359963,2.1025106835200114
chr1:154732822-154733436,chr1,154760346,154760960,5.29910094748399,0.5809302101000869
chr1:10698299-10698910,chr1,10638242,10638853,54.82425235473808,1.186288974195016
chr1:869332-871872,chr1,933952,936492,29.672280493598695,0.44268441646890394
chr1:155057187-155058056,chr1,155084711,155085580,0.0077194333986141525,-0.5029326159784836
chr1:1132827-1133218,chr1,1197447,1197838,0.08051003033245174,0.009554848664046718
chr1:42127380-42128632,chr1,41661709,41662961,7.449824552303393,0.99334248373076
chr1:10458548-10459997,chr1,10398491,10399940,1.7642742275568584,0.035574557296237916
chr1:25228496-25229132,chr1,24902005,24902641,1.0692799333264709,0.0021296112245599444
chr1:241587601-241587883,chr1,241424301,241424583,9.215511745222788,1.5917862135308778
chr1:45205323-45205745,chr1,44739651,44740073,0.6500031652610208,-0.6368972271854852
chr1:36038927-36040051,chr1,35573326,35574450,32.235906983952866,0.4816043356588901
chr1:155098434-155100451,chr1,155125958,155127975,9.308074994811548,0.38530612766666317
chr1:52607400-52608504,chr1,52141728,52142832,2.0055598669889014,-0.24487121077370544
chr1:29101790-29102069,chr1,28775278,28775557,5.996857105885387,1.2810571426585666
chr1:154543818-154544713,chr1,154571342,154572237,0.43636075898713367,-0.0034742314831633266
chr1:50884228-50891471,chr1,50418556,50425799,inf,1.8069371010795299
chr1:166889776-166890649,chr1,166920539,166921412,214.23688508762908,2.762078221516729
chr1:64239465-64240779,chr1,63773794,63775108,30.283307379630624,1.2698052930297872
chr1:2433648-2434065,chr1,2502209,2502626,1.2599429114437266,0.019848597933428514
chr1:182584177-182584545,chr1,182615042,182615410,0.9080058118277897,-0.11124883374200814
chr1:249152411-249153419,chr1,248858212,248859220,0.49168302572363876,-0.3616656205656257
chr1:2126048-2126642,chr1,2194609,2195203,0.2711760214267043,-0.8578688823661932
chr1:44115616-44116309,chr1,43649945,43650638,0.2730004872531831,-0.4935456034436347
chr1:12226876-12227712,chr1,12166819,12167655,0.7436214511018202,-0.9246724501946599
chr1:244012712-244013245,chr1,243849410,243849943,5.516749292893014,0.8119289414423987
chr1:154155268-154155926,chr1,154182792,154183450,1.072549809522026,0.14621918413722323
chr1:11159387-11160136,chr1,11099330,11100079,1.4663969290126453,-0.20121655555784454
chr1:85929940-85931168,chr1,85464257,85465485,8.14748059098936,0.5874051956428314
chr1:213031359-213032119,chr1,212858017,212858777,0.08473972358244447,-0.40135859994441947
chr1:40235767-40237190,chr1,39770095,39771518,1.3427625812203772,0.5561196201959672
chr1:109102538-109103212,chr1,108559916,108560590,1.526472113624447,-0.09859104177026806
chr1:6514108-6516325,chr1,6454048,6456265,74.40384720859528,0.8621884994890548
chr1:100435297-100436070,chr1,99969741,99970514,0.21252432747068686,-0.5750666474037077
chr1:184355415-184356811,chr1,184386281,184387677,2.355371120107688,0.3543703561446892
chr1:32169537-32169869,chr1,31703936,31704268,14.393769209778798,2.0779865263720905
chr1:29587087-29587412,chr1,29260575,29260900,5.1080962078775585,0.4939341579378197
chr1:112298041-112298992,chr1,111755419,111756370,0.07143553430521077,-0.08465913415282213
chr1:161695637-161697298,chr1,161725847,161727508,0.524554336564973,-0.28257498784391943
chr1:234367135-234367496,chr1,234231389,234231750,1.9763258662277992,-0.005387246037075453
chr1:167684279-167684492,chr1,167715042,167715255,1.5468343349054632,1.241032118714869
chr1:220921411-220922176,chr1,220748069,220748834,23.553682505811672,1.5111032483643303
chr1:224301835-224302472,chr1,224114133,224114770,1.68377400072413,0.060877631962774965
chr1:214724104-214725056,chr1,214550761,214551713,20.749450556201385,1.2039938626471138
chr1:61548753-61549564,chr1,61083081,61083892,21.79185840458385,1.3867784237296172
chr1:25234428-25234807,chr1,24907937,24908316,0.19286379675768567,0.026487391852197784
