,GSM4849811,GSM4849783,GSM4849807,GSM4849786,GSM4849779,GSM4849782,GSM4849814,GSM4849803,GSM4849775,GSM4849810,GSM4849809,GSM4849781,GSM4849813,GSM4849785,GSM4849784,GSM4849805,GSM4849777,GSM4849800,GSM4849812,GSM4849772,GSM4849801,GSM4849773,GSM4849804,GSM4849776,GSM4849808,GSM4849780,GSM4849802,GSM4849774,GSM4849806,GSM4849778
cg11802864,0.02241350406398293,0.02158012442799912,0.021104413432676047,0.022212811772179094,0.027242749649568077,0.025643699075367028,0.02681491383981642,0.02690713059783506,0.027909171721913338,0.015113404030242228,0.01475978197462039,0.02336637476862772,0.024881974989555907,0.023574356129048908,0.9400792666693971,0.4000493432411674,0.03991802719792711,0.02339679593639174,0.018551781607055517,0.023316791369214687,0.02829797930847521,0.02304388055367104,0.030529062856814837,0.029027892383091225,0.024965915268300744,0.02409260858145199,0.021105464150253547,0.020469956285563223,0.020470955648303184,0.021654879783207244
cg27373972,0.019498851716197488,0.01724365795668356,0.018014868236128755,0.019728125249767334,0.01943802809581574,0.018718924284691907,0.02169822357683207,0.024464934754390367,0.024716103589298304,0.01627415336255408,0.016162249547943517,0.02281834807546827,0.017821868161713137,0.022664910719952223,0.9506551281019091,0.3916793287064596,0.11363232697775304,0.02329314225267191,0.01722133454962544,0.027048196381642894,0.02377150270690689,0.02413710806196616,0.023431708492837374,0.026487873987958932,0.01774864798657362,0.021577571552906648,0.01639782914357981,0.019010246325042415,0.021013419335650707,0.01858444825147483
cg18943693,0.014905602302795253,0.016581344206469634,0.015333245281673636,0.01633566253729112,0.01944912697705662,0.02089619836766922,0.01686738784663331,0.01961358383190276,0.019936663199367648,0.015567172345483628,0.01391492807337022,0.01609531851247718,0.024015150655581352,0.01650279914361749,0.5312066737990714,0.30732734081774055,0.02266198213587781,0.02006300128843177,0.013256845000679213,0.021336039496700935,0.017778982147863227,0.016866051723160892,0.017263300373648892,0.018304996565630557,0.016992119195336934,0.016678181319552454,0.01790357066174386,0.017326126245255553,0.0160655173438803,0.016212004716377244
cg15543281,0.02013735114115682,0.029360800997464954,0.01550738845434856,0.020720479348951146,0.02035169428476044,0.020067457487750615,0.020648698821649412,0.023777909335953994,0.026092792381378856,0.01597086913682595,0.014994922221858128,0.019901679477541893,0.02150802383622771,0.018664738221458706,0.9647419002834028,0.48335222704147274,0.18824037392601561,0.020095127860288192,0.01445097703197099,0.0224789698416741,0.02218594482275015,0.02813912070662789,0.0259068906997931,0.020684775130883782,0.019999875109412764,0.01887331376329042,0.02081527149240546,0.018536278385674038,0.01868440555396815,0.019874358441719014
cg04089426,0.013314502542109322,0.014331261936511849,0.011554519982031391,0.011068723634308076,0.012338223623451028,0.011694919005640146,0.010062088218889521,0.013940196690556864,0.014892603162368425,0.010801896809938405,0.009970427904717522,0.011950184918812237,0.010226439790733422,0.012013569997468441,0.9046197978418975,0.46375087685097965,0.1423129689601565,0.012387385349394299,0.0160152251819421,0.014989378858429174,0.012595614247099244,0.011704283003699767,0.012882331026289936,0.012736459107816893,0.010706956778590092,0.011786720615330861,0.010939599060187807,0.011046873204622361,0.010605807459489068,0.010448599140456379
cg02086858,0.02330437137020098,0.024204298956653877,0.01894560813483464,0.024080392041158038,0.023996867399675458,0.029265544860708863,0.024080484443490806,0.031067974486851217,0.025934758102960837,0.023054509900782102,0.018167437824111423,0.023778007524072133,0.022760508747524437,0.026528270557578518,0.9515369028916035,0.45361124161994887,0.2853651856074356,0.06669911447106414,0.019315825220334436,0.29333831641678093,0.031589399588397925,0.03452978850614465,0.029913717746128225,0.031173278558936843,0.02545358148297777,0.022923316970446406,0.02669224896841936,0.02014618892960066,0.018434627590703835,0.0249016044913369
cg10534923,0.02139257710855302,0.021782288990230506,0.01436625207370884,0.016285650136669362,0.01602164296300378,0.015243370399397152,0.015636872409349304,0.019902520487612558,0.01598494933769444,0.01589901433909616,0.016054618319133705,0.020697166287650927,0.01750059690031407,0.013517738950210604,0.5373777490081444,0.31488521197828045,0.355556285319284,0.02726912542173486,0.07206621492253898,0.07230239902893561,0.021266913167595908,0.020709387910005716,0.01584936407087129,0.020689645110739906,0.018127720949137862,0.013514081854762302,0.01498463131730574,0.031157113843830755,0.019462842742393047,0.018281267709247692
cg21333861,0.016891215408764704,0.014887424893379209,0.014038742785385614,0.017064035689080884,0.01773757705496802,0.01742182044818281,0.018789763963582874,0.022809093985647923,0.023484995069169127,0.015220903871459556,0.012721396470116171,0.014475313696585444,0.017301596307567127,0.02073512205389353,0.9409001445956741,0.5489043913654104,0.37568221427955234,0.019936196870162966,0.013659864375559615,0.022894202852443653,0.04527635601776422,0.021208874444889565,0.02285060552899979,0.020554102499685353,0.016092497060444,0.01671355062643001,0.014982068863362353,0.01671450165446598,0.020221806192973518,0.018155467701668097
cg00310855,0.031622787416389776,0.026830807854010177,0.025731055985891465,0.026285718508396793,0.028262019826623002,0.033066844069696566,0.03486785823872093,0.0328526639830979,0.032479520699738064,0.027248421387587665,0.02205483664735205,0.025349874584455624,0.026808067921336935,0.02882641220837148,0.5143228594106687,0.22382666474920682,0.18836669944486267,0.03315115071218574,0.04022158578700398,0.04104876105274249,0.03227088662474557,0.03760016024868117,0.02845520917289236,0.030125608507782883,0.02523494507382713,0.027642674456862113,0.026848998335452953,0.029403099999648637,0.023450767413449675,0.028518264822182362
cg11037064,0.012310596373002167,0.012114644535024125,0.010592945732780199,0.014387236723366024,0.011653882573764703,0.013554913127349726,0.012092318633078771,0.01421647666913564,0.012584678881036301,0.012037518714183048,0.01123496913272124,0.01107000767137436,0.01140967341835747,0.009697014484616807,0.24673242089431172,0.01259957361295738,0.013122838158105618,0.010467002232497802,0.011461334522365271,0.014302246982408727,0.014283913638650331,0.012795534489413257,0.013939014340613167,0.013288205831685086,0.011626833051124785,0.012637411397295845,0.01397372087781589,0.012164440524419451,0.22449634634122909,0.1308064829440705
cg08128789,0.03439704478722805,0.02189053272095912,0.019406214148157408,0.04450319748861078,0.026614235617235735,0.021527385056968187,0.033653448540627504,0.03362661337011161,0.03135044777010502,0.020163388936683166,0.023624070150711884,0.02171413007044362,0.03875436782982751,0.03329295399936301,0.2278762071322867,0.03451030355551039,0.026903694772695302,0.026392009992019346,0.06492323453654533,0.027349910646339876,0.02958318181944812,0.023996719133837288,0.026479589065466262,0.019813285840371807,0.022852387415422434,0.01975324405468995,0.021028072376043698,0.025286050392977842,0.1646152162534975,0.04051457831097949
cg08894534,0.04568961541561331,0.03961091945632372,0.03760205884949975,0.043893921209199264,0.03174731762929026,0.041461737021262775,0.03731214752563473,0.05543908274491794,0.029061734791944103,0.023696701387846218,0.02877827201567851,0.03964085661341465,0.026749113117501826,0.024358320526124286,0.13045620952921316,0.0262285977354338,0.04321360481455053,0.0959231506375082,0.035543934014743726,0.0369015463522716,0.02682079362907821,0.03549333828796507,0.03380764990120314,0.03658961900637332,0.022162245262987497,0.03652450433786436,0.050363245569014836,0.027193698752035672,0.02715929795654243,0.03545211185824588
cg11310299,0.03290714763646225,0.05303713884945943,0.028082225124393213,0.036442651456928946,0.03855505493541134,0.03129475663190296,0.023080501307107777,0.021711850590522656,0.02958372850333595,0.028874232364447208,0.030223111563119926,0.02422316625342526,0.019069892156660977,0.024437036672966934,0.08491767153465099,0.02934801590079528,0.028948492844904857,0.03754036564716613,0.03056999435647804,0.024623714795897138,0.030422576581902557,0.027633840599924655,0.03345602161867196,0.018097103982982657,0.02779224319013375,0.028241582127305796,0.06475385223202985,0.03180186910020693,0.02493621543003049,0.032404979996159364
cg27079023,0.09716785063151012,0.0888717984836053,0.021938744600791107,0.02496055652152103,0.023939377894486958,0.015749820083456944,0.018486858350646,0.03498392731672823,0.023068270537097823,0.0160699559451754,0.013022879595785694,0.012973137810872249,0.010526816062283138,0.022351141810745895,0.17595021037611955,0.019145017950580653,0.016881696750045572,0.02225513995256546,0.03738980190740224,0.056501778792911024,0.031630563098854786,0.03321777952897726,0.02136343310275971,0.021869220627079054,0.013628718460778394,0.014778168855758054,0.015903864348172942,0.016798980452693582,0.01448746137479537,0.012617098328163882
cg08027745,0.0956673534639787,0.11754227046889376,0.021987006267399155,0.03065180743514503,0.027555667926086613,0.024427202322868595,0.027794776026866832,0.02240164367117416,0.022748917627923738,0.03382740379319771,0.024645168470588636,0.026806645287406186,0.024483876088303016,0.027118352575014274,0.27489448655326465,0.017079539124900543,0.03766743632861414,0.03213217355519351,0.09403125544443874,0.11989632300628736,0.023005701207693605,0.02389553818230114,0.03526839603274425,0.030180244501392253,0.01964032913950997,0.02064553568812621,0.018358039562077523,0.022654661147044838,0.026032104924001643,0.02911921347503225
cg24685006,0.01984739042210911,0.011417137036020458,0.01340099737449609,0.01871126951217525,0.0162255167169805,0.019120372606307875,0.013437613569190392,0.019684756807187304,0.018566675058190457,0.013484555246327558,0.012255179603638006,0.014545259098645244,0.014756964696888974,0.019006813911440747,0.9450260515487544,0.015347778368965862,0.016777350739918633,0.01934571378646416,0.17419201636922294,0.019796402756486243,0.016400494438389406,0.01605763077774813,0.018460647236100955,0.020077475739380513,0.014260902373175415,0.015306837508617053,0.014878888573162781,0.014619868878433024,0.015688796735323102,0.01518606011110594
cg07167423,0.020214821620891943,0.019435279315036948,0.014477480219822692,0.02151618865607867,0.017389714702711993,0.016936129608223622,0.018402114028147183,0.01544179186550625,0.015739539860519094,0.015232388231667662,0.012215189573592782,0.0164275200493603,0.012751137998280447,0.01706706571837792,0.9559494846606075,0.015267810871334192,0.015971536272358203,0.016072627645672258,0.3416548875379881,0.015518039725313723,0.01602121636215618,0.015730124953010953,0.015068906620761234,0.017618401882319754,0.011178000843207041,0.01653930710990175,0.016625509813531995,0.01534974124148676,0.013872167754594962,0.013370483085303211
cg10722846,0.026725496209294267,0.02218826881835146,0.014134445217134918,0.023441609172329653,0.015621064435162701,0.013702240408980451,0.01979999098945021,0.017016718302871325,0.01984655541770687,0.015414248026427598,0.01988982519869211,0.016602441913377196,0.02201680114252477,0.014355858024619058,0.5292174415431506,0.03341213860904423,0.01857491317104114,0.02013568132826922,0.1871982478310761,0.022160061816489482,0.019562426964725467,0.03119933817615676,0.017829652723610624,0.0149551982976604,0.014552328283657713,0.013186392999646654,0.014240130963543568,0.013319985773515449,0.023589399997944575,0.012391848994182428
cg09410243,0.0227909584732124,0.018067790065851096,0.022152452275609955,0.02511530367559257,0.019965431597425302,0.019612882082151353,0.018431230004202714,0.022106864736597488,0.019679224002370637,0.017479323092887883,0.018004158390942167,0.016744032182116647,0.021677569870554005,0.020330213183586927,0.29203337966863785,0.019255530466673648,0.02444893419352345,0.01635249962525319,0.1822727255640227,0.026608626968047503,0.026682378786436207,0.022369627022798037,0.024904371242422785,0.021805382429873205,0.018707855730478777,0.017759168593855353,0.020437285434859266,0.015853184650840374,0.014928347384351252,0.015674206977624984
cg04286043,0.032924637419017765,0.030298652726307544,0.03258817397284714,0.029484113738534226,0.04188171642821442,0.03631261492873631,0.020526754344678853,0.03291797660960053,0.03804135178576039,0.023655464319810054,0.02226114575726591,0.03566852365624289,0.03863533875724097,0.03963362743329173,0.1839733348492493,0.024209002943659394,0.041250482276233465,0.03588901661451106,0.13560460284698114,0.03895393518012465,0.030508868940657578,0.04212516583293786,0.034126455225568966,0.02645175912516202,0.02760400621989076,0.026194022425778722,0.02593344758039315,0.02735167099054323,0.02795899286808604,0.03933551023489089
cg07481320,0.013684977052246205,0.017208648215617024,0.012590982478147826,0.015377496014606373,0.012522834597104253,0.01277903757247236,0.023296132531369272,0.013289521337472542,0.01449950423854444,0.010985372897337205,0.010868096736863503,0.013316284014123663,0.0260945252195559,0.01858853603106076,0.9281155644141008,0.012228353918047517,0.0172845773799607,0.012369025271470576,0.12762893989812074,0.012639625302752687,0.47025210952497265,0.26985826792003687,0.012644162063394995,0.012845724767211006,0.010831137153701284,0.011691142008193618,0.012031449455751964,0.010881513351840625,0.01073117069161275,0.012731565894028378
cg24520538,0.017553629468502183,0.01438943587090363,0.011800992991851465,0.016042420684146474,0.014444602133807664,0.01923657917642985,0.016125979560606876,0.017190571607242616,0.01859719090581588,0.01403729201735437,0.012508976855294344,0.016204889069131524,0.013318231267824627,0.02077376814262426,0.905766115033858,0.017472252325482992,0.016214573754513482,0.01772475701078806,0.024244096082023093,0.018089170528490777,0.2748577374795473,0.1091515485951614,0.021567129698805695,0.02114458586609337,0.013543179998741117,0.015077750397846458,0.01521016360747892,0.01628901473980828,0.014094806595123306,0.012807802271659563
cg18097224,0.01684604161456208,0.015381931579653632,0.013460480882305552,0.012782977155317751,0.015568270620831619,0.013921103524103808,0.014122030207304995,0.019893651124564832,0.01705434918225779,0.014665541868450394,0.013660855199377778,0.016505725000194597,0.01762519470926675,0.015155114088633492,0.4616982963710281,0.019845127018629567,0.016145157356016234,0.017628740952212542,0.018967853425530423,0.03216237751283798,0.24292538555260565,0.026285642559780418,0.016486591192607612,0.018401946621761107,0.014955461300747082,0.017002008716329547,0.013525476649901705,0.014575185113858408,0.013782638141283542,0.013624532081058762
cg23057051,0.11995173302550312,0.10879015609646546,0.029401696993014582,0.03254784758386863,0.02417695764982866,0.019177799948450838,0.024322811976116267,0.021820391820714033,0.022406577489889182,0.024365605122288293,0.018313813998644405,0.0215020602834709,0.01986150633604052,0.023768443020141288,0.504237517410118,0.02802084243822616,0.02157997094194004,0.01955301051918795,0.031231606593672624,0.02131262590548912,0.022120842249406032,0.03045300530351519,0.022353140864396583,0.019157278901023592,0.020036498807826594,0.020277029231295388,0.0221210019277749,0.017628293717098203,0.02234700038022612,0.020830432356873294
cg27359731,0.022228873456305115,0.02044560482424403,0.01888003314856866,0.0303892483539251,0.0269859660772542,0.028497205829756175,0.022170771337039402,0.02980709257725188,0.03045287620955888,0.02206629248614761,0.016636167929651006,0.025398924513937896,0.15531497615842482,0.10684425810042163,0.5752461233156435,0.023092423421061707,0.03034179148388362,0.023375780878447352,0.0217685629539466,0.032371305882634926,0.025620093483771405,0.026603489560650898,0.024550530808528235,0.027286966710285666,0.02537740818879567,0.026404842505638647,0.024043284928107162,0.024539065047299496,0.02697000150193834,0.019457299182586357
cg14058754,0.011345185474384515,0.009186064794754166,0.01292066960166232,0.013471638585901906,0.011231464531369565,0.011512297422721656,0.01163846898213507,0.01377064639262468,0.014393810757520336,0.011579751495705577,0.1367216079749691,0.15659403524878793,0.012446713628253246,0.010017387771979754,0.07474219508694185,0.011486497607159175,0.011439098865800313,0.012275914045504707,0.011738798959601868,0.012977458831718428,0.00973864665997504,0.011507341804262359,0.014776734850819788,0.01243803460793951,0.01143713081598875,0.008839691808778583,0.010398204895546142,0.012610032296139231,0.012684964747841117,0.010281540287897434
cg03764161,0.029798746736020454,0.024963993212254183,0.03149868559530603,0.02515449597070128,0.032047614619758406,0.041598750888175814,0.027466448426698317,0.02936367694029537,0.03468671116833144,0.02844017202345125,0.1183714303927717,0.10439722389536814,0.02967241360815073,0.030089355613825947,0.03208840712082749,0.03111337256657905,0.028210276353115044,0.023451196700607038,0.024328467392065244,0.02379509218761298,0.028137667270757522,0.02504806380172832,0.03636875692713649,0.023515586358615996,0.03078848268484131,0.03279205626677234,0.02802083138813189,0.022114434356421384,0.023504559829943157,0.02897113117749033
cg08090396,0.019008518275838604,0.019457336927993462,0.01768739197592178,0.01885073784314566,0.019426297587103132,0.02404479623949877,0.018244943748249674,0.020219606031327848,0.02322042877371404,0.018535549264096608,0.11760806392951025,0.06755687203693245,0.017378382279028354,0.018945247608496533,0.022058282109051808,0.016992866471922653,0.02452948690465504,0.022015845856654653,0.02136830733406992,0.03212601255284413,0.01694822800410017,0.01797654307846278,0.02036163975039011,0.01746823872226707,0.017134048417228785,0.0150257754119398,0.017327650370393282,0.01907429288779727,0.022010125344053402,0.022764998142568733
cg12417299,0.017662207667302452,0.02002046687997447,0.02509348377831075,0.022748617288083528,0.019844679936671612,0.01980369131535316,0.015205514940122697,0.030360387022613605,0.0217169730906565,0.02248011112444796,0.11485629580240964,0.07995916731200428,0.018623365466820935,0.02133463711588143,0.024359714636874825,0.02256517403175151,0.03368732201779849,0.023677773672789944,0.015864211869688862,0.02481707241589738,0.022044326152431033,0.02084458041880605,0.01746505466090691,0.013773952256250693,0.025257233917528984,0.018812171200999876,0.018953382226508577,0.019563358081327285,0.021362015180751166,0.01784746994649954
cg08605641,0.023647092035334927,0.04098650382138769,0.03777188291224793,0.029250197003931618,0.033872621048978535,0.03615424630078681,0.027445607503443277,0.03153919119633449,0.047682261448634404,0.02824452158765269,0.06620351777507487,0.034233013858270274,0.03391432334027571,0.03219630822197934,0.027257225634265855,0.02593381801684216,0.034211112595813886,0.030521354483636808,0.03832936958840879,0.031678862731770265,0.033087836956965634,0.018436047045101437,0.034581953846670795,0.023497885457439617,0.039727080603594596,0.023390615205606678,0.038065614100770744,0.04331047583661321,0.04358480690935491,0.040050304620157684
cg08802167,0.025794015152219477,0.03656208933037971,0.03789861723934624,0.04200827253352905,0.03825776876658271,0.03536448280056034,0.02805626080804951,0.028681140560347197,0.03589091126428651,0.03819389233214611,0.06768237349185958,0.03632052189914749,0.021399516943269695,0.03281569837003067,0.03509204114276233,0.03680196987728503,0.03522439665805564,0.04101414019321645,0.024624985228596977,0.0250401123068494,0.02911722802377636,0.02408674965664632,0.029475325721534794,0.029404893186565736,0.028939852213380912,0.03397178536348959,0.03904645161285655,0.03782100947651752,0.02332399622820921,0.037198112979463474
cg21200841,0.022638657009850995,0.025236705540737096,0.026160562814246155,0.031063485162611426,0.021957954491490555,0.025813103508183107,0.02516415921242855,0.020619192055810226,0.02746357941941408,0.02403743413978638,0.06034527000974485,0.0305299356702868,0.02286882604477851,0.024965518350141994,0.024742166441049023,0.032993795151753616,0.028741398358170706,0.03457255231852717,0.02590600288927577,0.02645200139491014,0.026636227562750813,0.01635602661424785,0.029765053963862465,0.02239214541400371,0.021124158975369765,0.026940301796518306,0.025039370601960743,0.019089492142484454,0.019918187932552366,0.032856280355309006
cg00382515,0.028467913023327754,0.02266141100440518,0.027881277003816565,0.022959799343294132,0.027253472207251613,0.026255762852275495,0.023091491443765714,0.025890257898256063,0.030264266534587442,0.031283114706397386,0.05943467699141531,0.020676403662168958,0.03245550601263077,0.023597077395641312,0.03854137391008318,0.0328157617761323,0.03038779367105923,0.03171801771512816,0.02492078193944684,0.03258934519922292,0.03291298537196834,0.0374799116231081,0.020719612837479445,0.027687590607242456,0.023867314346721874,0.03951368165856726,0.030146122649897505,0.021060680491610407,0.03256427357263136,0.02755277785676283
cg00040569,0.0316266433730255,0.02344299970724768,0.0235105587601349,0.022189972618337907,0.02305600483487168,0.024857898973083187,0.02439313722736034,0.02249739917883581,0.026945455634992385,0.023109089861849428,0.07673224282490952,0.026388705944658027,0.03358766024351887,0.02587356874409389,0.020812430229941867,0.018993461776547985,0.03231305539263873,0.04406274191783653,0.025799719023787505,0.03225414319964694,0.028200406896156625,0.021288612755090325,0.023477514875823006,0.028813302746545786,0.02261133091627184,0.027476050486366026,0.018012811599658157,0.022348667068795996,0.02431371102573086,0.026466255458415442
cg22199658,0.012353381816771378,0.011516842085864353,0.012121780438110512,0.011485374598638165,0.01332896000148359,0.015688248776166536,0.011088408711072632,0.014023202768303359,0.012211919195604137,0.010223466414160151,0.06939993693171907,0.00963270164967453,0.011164286352860571,0.012365037243724897,0.015093629716022934,0.011776973594521805,0.02318848727260036,0.040740388719316796,0.009840616075040895,0.015475359312659795,0.01058914722736656,0.013081528853383623,0.01324944725330109,0.011604660717720849,0.011284080400477235,0.011374284486646577,0.009687615632499482,0.01074875296983721,0.009788253072602783,0.010095648176732544
cg05340578,0.022160369581394262,0.012845510301565874,0.017232001494561132,0.016151812454612235,0.022384566203402408,0.025634108160295675,0.01419169493602669,0.02566447384886739,0.019238256134684616,0.020812427697377043,0.09341400217876425,0.028681245343274972,0.028084559553715242,0.02185064362674444,0.02046376507814873,0.016893643475669302,0.03866517688725775,0.030187021876401442,0.01984701763365104,0.020397581452844094,0.020202222674990878,0.019849606458347782,0.02190456560921993,0.020800568345943182,0.01980442800802536,0.014162403661136039,0.01963460698933456,0.01449975633805658,0.01798683129107092,0.015667454394505776
cg14049380,0.025666312633496537,0.019597182749939168,0.021705637792535735,0.024427358942352224,0.030101125647236496,0.03124606136263142,0.0217464920583846,0.02713463678737928,0.02897043843026708,0.022861717867945504,0.08480607879980971,0.036299665123957756,0.02061987020913991,0.021410047121689577,0.03449613013356699,0.022089775989284213,0.028608559470051566,0.03354136811997968,0.018130837666728416,0.026971760046570044,0.023591557670023088,0.02176754962765358,0.024714627277647318,0.026634421193994492,0.026855576100891818,0.024262215413923507,0.023494294131660227,0.021875505342802696,0.019780806505961323,0.020788375108832777
