,B,CD4T,CD8T,Granulocyte,Monocyte
cg14583869,0.02522683248350664,0.02383270498429354,0.02400600676767295,0.024060410170072596,0.02246458064959203
cg09802835,0.02105419529794354,0.02133320913907506,0.023080148338788607,0.019518320028641758,0.01887376586100658
cg11517045,0.030538165953031948,0.025920670263985902,0.0248917076820989,0.025176862691259325,0.02477938801106438
cg08567382,0.014373479673386215,0.01362891859323971,0.013581118425887478,0.013792875071434585,0.013475830884164559
cg14136506,0.022117798363460967,0.021726068773265265,0.021494176586482644,0.022141331270539338,0.020587074955115962
cg24482724,0.03488287224174599,0.033686742168346086,0.03210013312223751,0.03230922840049389,0.032351757002223355
cg04854568,0.03479325850413702,0.03413936836888298,0.03405171421685002,0.03494405518783499,0.034685833000527556
cg27591053,0.02678468011445499,0.023751066889729357,0.02398240268969048,0.022584777534750116,0.02368520277592576
cg21539371,0.020163442035312517,0.019509213118573617,0.019708974237125525,0.0200408063116841,0.018832273153664866
cg22730042,0.03049771720906062,0.02976117316669823,0.030497664189341394,0.022371534409032112,0.021464060074096424
cg06066568,0.028783607460520604,0.028639647639485403,0.02860548531163441,0.030144078738255944,0.02567809517441435
cg21757774,0.029714265931990596,0.028264385654697237,0.029214334229738476,0.0298113638344197,0.028877162394133123
cg17868920,0.030888859317691066,0.028475674312332784,0.030267417629145445,0.029243596022199423,0.029419438103444513
cg01716223,0.02594133254190978,0.026764861581437805,0.02571300248944629,0.02494653536298343,0.02582016409726543
cg19894331,0.02177502986210399,0.02267326790911662,0.02448968778687349,0.02257231097154975,0.02177553689731879
cg22352029,0.01624975050519319,0.015764442566734992,0.015758843833246817,0.015882614142666552,0.01513976531700274
cg27368511,0.025591756428573472,0.025433515032145478,0.025170109210936428,0.02444007996313255,0.022674334165032
cg05692319,0.031833877014827226,0.03033579435465611,0.030764492468198817,0.030519833553296453,0.029446740170643925
cg26251401,0.03135986287753019,0.029173019525911052,0.028564137651265992,0.030307567452944707,0.028979314979524138
cg04726800,0.028686293771133083,0.02715894721313523,0.02654596670339001,0.026848343277415337,0.025185122306473014
cg00982167,0.030897565507826342,0.02971668502432034,0.031376959948163544,0.03139859561505177,0.03110079887687231
cg06973293,0.015715808668947985,0.016444412834202348,0.01539731652429578,0.01615872505721617,0.01522476820732053
cg02247823,0.03469386200664235,0.03323268772821513,0.03299973925750222,0.03509838726034737,0.0322273348706071
cg03286967,0.025602113811443162,0.02560141242816742,0.024428145510611027,0.02495350943184667,0.02461763839485428
cg13788301,0.0353092964504648,0.03246520553133624,0.033573087290324106,0.03181860447227129,0.03339017560925541
cg07077209,0.01952098624485438,0.01886232087397383,0.01892757278698576,0.018920157438457007,0.018708394098508864
cg08554295,0.026777646430509637,0.024594345958266175,0.02525732994764158,0.02336649952172577,0.019638782433975665
cg19039340,0.03768712183868263,0.0353742839157925,0.03637818218008635,0.03243266511203401,0.03445467653461464
cg02899939,0.019638949230221314,0.02013178735005362,0.019069783262301503,0.018433278558146134,0.017388683762940182
cg17137182,0.041898846685114795,0.024359904039200016,0.029440073072580116,0.023847361682126138,0.022762541776985827
cg10398408,0.0335504056556702,0.03397671000194999,0.032157470705786916,0.03400289366907242,0.03067799604788089
cg13668652,0.02261944166752186,0.020957794358891165,0.021644816462741294,0.022362207807763868,0.020190591999022955
cg25130993,0.03838358620579929,0.029658270370406224,0.032795350418381344,0.023237185734644162,0.022167543229288326
cg03132089,0.019443887643236825,0.019254220197257945,0.018198205701744564,0.019319423996429854,0.018501026149942614
cg05267623,0.022740682766523523,0.02131431633674918,0.02076721589387211,0.020978011686659196,0.02062341378712482
cg06299568,0.024746897962439528,0.024559900110027694,0.024205553024327177,0.023573765050185633,0.022858733785205733
cg22967329,0.020402579066807622,0.020455751239969188,0.01990009676975662,0.020884220417826314,0.01850790728758443
cg12818067,0.01640030683201747,0.014244614779028168,0.014211553747211392,0.014155985559686246,0.013061177544337988
cg19631443,0.020029319055563693,0.01898812310549875,0.018793185787857766,0.018851510656401563,0.018471315322075552
cg24051276,0.016328976837455832,0.016227809262305524,0.015811835455083297,0.01617024460560844,0.01598932688479602
cg01581637,0.021719590241850155,0.022685676041318183,0.019988666677677267,0.0224488544759745,0.02066428234727292
cg10612867,0.01574801354282272,0.014846479315302029,0.01483572573683834,0.01499641840628133,0.014938735427225892
cg11751927,0.014135261051603593,0.013942799705906448,0.013840108649305415,0.014122638252683867,0.013157860390442947
cg15181248,0.021290918910310395,0.01997764166211239,0.02033645068054518,0.020571362952445982,0.020109832574059842
cg20632873,0.016752195362706005,0.017527374368831592,0.01718439620661426,0.01719649624046951,0.017404360738195693
cg19402405,0.0389674037878162,0.04070428320574632,0.03835304101625114,0.03849188536494911,0.04197347609269494
cg24818434,0.0324294537592336,0.030376448397831584,0.029768574498956153,0.030598005261042283,0.029353386987818374
cg07270078,0.04534635774380004,0.028116039915575132,0.03637090543207892,0.02182449712880512,0.019771263736300813
cg23159296,0.013588610749043975,0.012956217702636458,0.012969376598280185,0.013250919108221832,0.012201347536707484
cg06957329,0.027158407415292192,0.026282480056910102,0.026075592454277628,0.026778302875246362,0.027006712408797377
cg13033626,0.02584299643335535,0.025459682974109964,0.024595865478297115,0.026300791571105295,0.024506662792915697
cg07776087,0.027280016480482786,0.026876677255526938,0.025669539557075623,0.024310897663022902,0.024152690444054666
cg10535786,0.018392308150480985,0.018130083905870918,0.01819973839479503,0.017775974617486055,0.016889075153909087
cg08033284,0.03128472885673917,0.028252347675641637,0.02949497174755519,0.031061925230708026,0.02965435999618199
cg06458554,0.02170644452837995,0.020961015624666603,0.020735220564767336,0.020673798567614792,0.01954468018994327
cg13738140,0.022180102904232175,0.02215732811880836,0.021594859149771866,0.02185017597576459,0.020451209204581024
cg09619475,0.02715614804714503,0.026975813820299697,0.026809620989288324,0.025990898107047047,0.029492895869537673
cg16724319,0.026092954013762805,0.024105630544119235,0.02417288994138874,0.02389228667037364,0.0232365374793601
cg13445126,0.026040781869222148,0.02371601398162591,0.022580953219358716,0.024048586246094267,0.022890117234177398
cg04152460,0.0236079479973503,0.02402453547194324,0.023129276736212456,0.02361128022126791,0.022698869290540557
cg00495515,0.012769892979294548,0.011769855403379381,0.01164790102006347,0.011926398826813749,0.010494935276217157
cg26078244,0.017106604304780233,0.016329817403797305,0.016096471890186835,0.016521361726492118,0.016302294131028804
cg01859739,0.01395990043876469,0.013321709938792151,0.013126543483135685,0.013229484928787153,0.01237858713421002
cg13658921,0.024853769932553726,0.023214873176420046,0.02287251016712027,0.023612282677848043,0.02286171555448353
cg14220023,0.025823793471799226,0.024185464408246975,0.02359973184131752,0.025078799822518604,0.023485442355866918
cg06818786,0.02245634363562376,0.02375618105137025,0.022546084280595857,0.02311872768257178,0.023325535065770238
cg01794711,0.033367441573863864,0.034279230994967165,0.03206199897850657,0.034403970655540586,0.03219936318207665
cg18712727,0.012457737523302207,0.012227095123644458,0.011943487237209125,0.011985287932217538,0.011741136694969184
cg03818977,0.026995570867931917,0.025761364608578422,0.023827978611470808,0.020514624887067828,0.019344909389611094
cg08489941,0.028359159898578384,0.030172040571446238,0.028005808453568308,0.029310463649319357,0.03059476713937346
cg03323292,0.02456214938540916,0.020119966321449596,0.020261864215735375,0.02019637254363322,0.018700946417352482
cg18899730,0.018764997085279976,0.018694694390383328,0.018824138807849583,0.01829398186201627,0.018060351777677418
cg02702524,0.01999167580143543,0.018659521513699383,0.018689652594160076,0.0194027817018139,0.017905569493794328
cg03470396,0.015423108204945876,0.015275248741145163,0.01534151254311739,0.015125997885280696,0.014760813500802264
cg14283569,0.04066108795299751,0.031934163336265475,0.0330007557848965,0.033109820468370105,0.031158393207889563
cg08690200,0.013112807637079756,0.012638268131179468,0.012335176246932698,0.012681381884825565,0.011880011560240957
cg02199589,0.016501363805358833,0.016170682917285403,0.015976765386038556,0.0165534468884956,0.015314899579031165
cg19173440,0.01975850476284466,0.020523113746376397,0.02008969954169829,0.019314924572809342,0.018055851367644014
cg23142396,0.027966320228908707,0.026612417438362495,0.026637928725827424,0.026230690008993064,0.02747175585190542
cg01925962,0.022719950362835587,0.020858443726534233,0.02053483624909559,0.020855897680469908,0.019780571026865864
cg27063607,0.035414400820894344,0.03438655205923709,0.03411246946889452,0.034709883055356584,0.03640511906893222
cg10706034,0.026474906399318626,0.026863800240328573,0.026967393233648936,0.025187932867821956,0.02632890330663907
cg17623341,0.033606397166269834,0.03262798155035219,0.03305369957465165,0.03360414143783139,0.030987180260228824
cg24093178,0.037868297916674974,0.03538882775931273,0.0362018424463786,0.03550673418930974,0.03798115645756793
cg02550027,0.03550800205290296,0.03392160912882464,0.03224393298609244,0.0342650779058695,0.0314257965887287
cg11246695,0.015299754482972725,0.01492544925393172,0.014870593703619183,0.01532223041321191,0.014301277940490773
cg27409650,0.02497769277106224,0.02085573896584205,0.021559584563172564,0.021752697389768542,0.02142570860327191
cg27615432,0.025827139963996156,0.025419082305353415,0.0262903353696963,0.025609961547066323,0.02517253710986958
cg14059729,0.021909435457812487,0.02223460981313045,0.022531548929763147,0.02170757021424189,0.022716875611770857
cg08586541,0.027201437647204684,0.017307377801400906,0.020679209579342186,0.01512745240138323,0.013934613302733476
cg15060929,0.02404962879984381,0.022212719009113858,0.024261381613763445,0.023751364362688456,0.023287055177544147
cg00944502,0.017487122889651367,0.017707058497912702,0.017333928575459116,0.017165178410133347,0.0166959492697567
cg13057891,0.023981227711268448,0.024354891633838086,0.022177347026582257,0.02453920544010439,0.030691030071168864
cg10158711,0.016200459618161203,0.01601589412604185,0.0160481234861674,0.015965914579136518,0.015851617314982972
cg23235297,0.01672221206768024,0.016938857298601787,0.016561476173725432,0.01618792177387619,0.015641641900485812
cg07377675,0.020101583680076456,0.019600719506705666,0.01910709362240507,0.019553281657395265,0.018285733194409876
cg09335321,0.021116074362652386,0.04013195335278423,0.029535687813198524,0.018635692014883708,0.019413177972966787
cg25538051,0.022936236383842085,0.023216324200046247,0.02336562042253924,0.023378719234651787,0.023957572779204885
cg08424639,0.013033963744799551,0.01298768087913966,0.01302819185903042,0.013007382752141439,0.01183891514701121
cg13374688,0.014584424200840456,0.014074687287372128,0.013966936682151791,0.01390600019292183,0.013476619563873115
cg08587415,0.023536564196810838,0.02284442487932487,0.021575550468024875,0.02271607590782069,0.021645971584606107
cg12665951,0.022927650341826512,0.02250539476511702,0.022323420264699856,0.022488435865769537,0.021916542567292075
cg21646557,0.030315111233317715,0.029798673409845454,0.02883756503818232,0.031197086785088028,0.029957653622819148
cg01869826,0.03427373776593511,0.030844070375652278,0.03095157975277523,0.03188655478056122,0.03052364621932085
cg20536512,0.013906847941520738,0.01360274450899467,0.013174236417310452,0.013458780250732268,0.013231581015716429
cg13529726,0.01993014922340664,0.0206890419686002,0.01996463682076759,0.020931211052803357,0.01996266390549528
cg25726414,0.02044711902498616,0.018996767975326925,0.019077791492815282,0.019451364168893908,0.0176327821351816
cg20456276,0.014009736108547612,0.01414327876537513,0.013170434107701984,0.01348097588216926,0.012363712980258111
cg03958208,0.022111264940590725,0.020222070854005854,0.019919553411814138,0.023664835356092075,0.020159287627649108
cg18712672,0.01687748457444409,0.01603493264296156,0.015721539852249965,0.016166520676852893,0.015103028365634092
cg04645049,0.017327382577514556,0.016675439295474267,0.01581826506216519,0.016043471602837363,0.016163616715111108
cg14580600,0.027458350674340347,0.025938915639231064,0.025487803582162183,0.02633711927902083,0.026999234843505727
cg07998290,0.016709544114601012,0.0169152580259496,0.016793426000225268,0.016721404432971827,0.01603356161819977
cg25745663,0.02003554727372268,0.0191079049054751,0.01947100467738962,0.01956146219092157,0.019238912158385208
cg24325204,0.016494027939518364,0.016750153580063227,0.016028841807452326,0.015621753733809394,0.014204813910999023
cg07351084,0.03842173653595732,0.03660741372248905,0.044133156623383574,0.03491711215090144,0.03513069526730047
cg16718445,0.030076483609270503,0.01851321263236649,0.02189092120270893,0.017742000199079018,0.01676823948427685
cg11081185,0.01535993931682572,0.014535447034709836,0.014469879623254276,0.015124852730953068,0.0141206331480075
cg05643503,0.030396034027917095,0.030301440901004513,0.034751609213648296,0.032056405751988225,0.03403775050030005
cg08372297,0.023717045564016853,0.022230773341564907,0.023226320738355708,0.021327809417108618,0.021462320617001294
cg20136444,0.01826966360531231,0.017022466098880088,0.016681803090123667,0.016810877059304417,0.015401892543688653
cg22019999,0.024550565507781983,0.022974699878702574,0.023042668446953598,0.02334684257981304,0.022476632416192504
cg03696628,0.03730841707681358,0.032818279851899515,0.035218563894382944,0.03205434832573203,0.03483934333152606
cg19623875,0.026811546757457127,0.027763361437410396,0.02717484261242275,0.026401697289659982,0.024602741982078177
cg08348959,0.016620105872908606,0.016464609463029876,0.015909172619148714,0.01556361745345984,0.015494708317200803
cg06931446,0.03133262877365219,0.03131576844349957,0.02864031918162415,0.030738614150169232,0.029847819443410892
cg14353231,0.017841269944769693,0.0172928596860592,0.017490480835935594,0.01746293840486577,0.017371548958738717
cg07242215,0.014449938917730151,0.014057940193064325,0.013783407864652942,0.013713494353674277,0.013113089292357777
cg16997989,0.021288747019408964,0.020095493248807883,0.01998972869409612,0.02008474182567343,0.019700346370093217
cg23314283,0.029632834006350462,0.027755249336534882,0.02838682899404165,0.02851500622370781,0.028235671709452553
cg10562791,0.018312097286483923,0.016842079954517614,0.017388565762713328,0.0179140500652653,0.01624300053861808
cg23671665,0.02019735222465151,0.019407750786464933,0.019157325619889202,0.019526412616647563,0.017343237212421845
cg13501507,0.02846470248923361,0.030281501468611353,0.031132109076467317,0.02736714702885056,0.028462931980804712
cg14203252,0.02620375603525974,0.02500940492590353,0.024963544201228424,0.024598252760654252,0.024160482760371194
cg17101553,0.023199793662778384,0.023173346742133394,0.022714225348084042,0.02207237729631239,0.021766997814105755
cg22661950,0.022779407888269147,0.022946260624366215,0.022950602961232382,0.024229594764278228,0.023444217028967786
cg03609454,0.017589581700612752,0.017559782553331012,0.01702441551813135,0.017139229612433103,0.01609992602590888
cg09664259,0.01545515315624954,0.015347332195950704,0.014874958408539614,0.014661611722446377,0.01379830795949411
cg13159805,0.030371273911641898,0.03215754276069887,0.030162041340319613,0.032331230569716776,0.028495595920146728
cg27037103,0.021723298244815333,0.02088029833295169,0.020415666204647725,0.020584757995829678,0.01953780609105064
cg20463945,0.025184655442553557,0.026223085716209373,0.023083585724120646,0.025039430409261394,0.02318661458680671
cg03530793,0.018191663452661353,0.01801603851249548,0.01754297152261705,0.018203177665035864,0.017250933798388844
cg23066879,0.03633559912197888,0.03367340887333881,0.03312269010858295,0.03526511969200868,0.03379284185882743
cg18270629,0.037904122931754936,0.017943257919820616,0.017769521196829778,0.016207386024423193,0.015932175791273425
cg12831102,0.03153037843956024,0.028981116216532175,0.028815973447350287,0.02915527700937453,0.02711871326873736
cg03314166,0.035264766370785926,0.03253177359070659,0.03325737922553632,0.03349500705152286,0.0334042657501064
cg15079565,0.02879575785565206,0.026357694035626506,0.025859397286904756,0.02676849385048693,0.026043390504730535
cg03212862,0.016539194470940377,0.016565781109168225,0.016450129156489433,0.01697016644723977,0.01605489621881943
cg19297845,0.02728171683516445,0.025554351283971922,0.025867964366908858,0.02683485649432079,0.025410590187509574
cg25946216,0.017498619092980134,0.017295798463281588,0.01715447900468811,0.017875892281310306,0.017525936578482743
cg07173973,0.028500335636338556,0.02897963802544498,0.029038280149883775,0.03020925863210128,0.027799884026461105
cg14417372,0.030491847144204054,0.027762957606377085,0.0264370896558133,0.028540760518030447,0.025557789862609377
cg14806252,0.031682319229583894,0.03149957603516633,0.030248869707288108,0.031212401593843815,0.03202169357721658
cg16485682,0.03352659366259008,0.014919561404274004,0.012779375058823173,0.011403634262884746,0.011104702008095314
cg20806502,0.02795432591542272,0.026290131017256604,0.02684257458065192,0.02728804521521982,0.02641193326798678
cg08551680,0.013907143486877363,0.014054850572989084,0.014155098461704778,0.014139808381875531,0.012820334873299
cg11640675,0.03723256959412057,0.03377330804388749,0.03368937266704292,0.033878457337281766,0.03285997826096216
cg14016074,0.015196444490186586,0.015637089446215613,0.014936958117087255,0.014872730259104735,0.013863036762699704
cg13973639,0.03934600657199979,0.04073844120807522,0.04147857430248967,0.03784771016733945,0.0380820688624219
cg02264990,0.02583357878466607,0.026066187769262634,0.023854229592477755,0.022389825076937642,0.022143431568810785
cg05417615,0.034113405005874044,0.032580327822444785,0.03279910711872004,0.03243594746211899,0.033267647352549355
cg20457962,0.033644520101813506,0.03082969196592194,0.031115355266101267,0.03151904225342643,0.03175192826769836
cg25301406,0.025589243807496893,0.02435662560550002,0.025001621286408454,0.023574190830734833,0.021427517743511933
cg24658930,0.02194669210215285,0.02183838849893258,0.020952717251145395,0.020874588943769666,0.02080865647284987
cg15686064,0.028173364232375604,0.027934442386637386,0.029530892490628294,0.02854096313479084,0.028137541406978762
cg08222610,0.02348294169312858,0.022121347669179826,0.021854214928280855,0.021785080293341242,0.020865904696268044
cg11162249,0.017987808330342754,0.017466070538453626,0.01722915580268821,0.017614317706223293,0.01606425757640127
cg06689961,0.019203528458985538,0.019488240440445233,0.020009795684266248,0.01909670199012711,0.01990183132204552
cg05963712,0.021488112776973538,0.021738403688139157,0.021819504503606868,0.021408664258113167,0.022855119191554685
cg19739264,0.013093618456646005,0.01347007237582325,0.013455142853462642,0.013146943397334826,0.011986481429904177
cg24255928,0.03830804938496234,0.031156691714144168,0.034303388887951654,0.02556724076442221,0.02378697462269295
cg06879406,0.02797490257337649,0.0268447895786294,0.025764568063488008,0.027657495891785296,0.025359006574898982
cg03921896,0.030619252446678465,0.029882171130071168,0.031751535691484846,0.03131363029460908,0.03232436875218111
cg07586819,0.01886074613010277,0.01877384906957624,0.018162876424461842,0.018905177906228997,0.019732259682724507
cg25870420,0.0216831765470696,0.02087094095933125,0.02069936392675059,0.020659724127165418,0.020539099445775828
cg01906998,0.02135008783996637,0.021455478933653856,0.020552491712984015,0.02133873193928536,0.01948353574123529
cg21424801,0.012449367111990128,0.012322560810871594,0.011691437027332828,0.012373768393090432,0.011392256065255306
cg04261248,0.022402654798196444,0.0228791912353146,0.021600632385970497,0.020552221907641294,0.02424060759978517
cg16449476,0.026253156796522927,0.02487344358762676,0.025183273830931916,0.024025326664106665,0.023181058304870356
cg20361001,0.022366744022422756,0.02094092416694684,0.021876515930418696,0.021495034571002294,0.021047953451072
cg02676434,0.02728338669867476,0.02658398444214272,0.025512063527852732,0.027309729481490595,0.026969660467297662
cg07544653,0.018591693210832417,0.012677629454943861,0.012749400358616313,0.012614002184626188,0.011835213635515141
cg15676203,0.019664039577818548,0.019105276256862685,0.019547469141151026,0.019669445299584812,0.018916751125183543
cg06368569,0.025430276897639485,0.023873599587638582,0.023561393024425944,0.02342270049226111,0.02445932553913301
cg16659246,0.019063356162807406,0.01730125447774631,0.01663953279156437,0.016838995414702643,0.016605632700623242
cg11918372,0.03887667677852556,0.034318897981419814,0.034527160432654434,0.03502693692718485,0.035134829794327034
cg21241839,0.027640523652889108,0.027131203499971356,0.025637825176317613,0.025833811782864324,0.023444582293023923
cg05375277,0.018293193761323705,0.019338600631380567,0.017450065246439918,0.01742985396700034,0.016996420637099337
cg27032965,0.03209747333298621,0.03449724005937978,0.034031243537740806,0.03189698072545569,0.03163629219474116
cg19576806,0.021045158593751785,0.0216372718648272,0.01998117894068757,0.021693938342157142,0.02330063088151037
cg02411961,0.019741803276826283,0.019661111534697993,0.01954512988104321,0.019968438389213337,0.019214045783503973
cg03907738,0.02096317910999531,0.020368706494657354,0.01986973469809752,0.020624202885550814,0.018462963549197707
cg20799547,0.013591180180015525,0.01292711514202181,0.012854005181246986,0.012745976475416549,0.012298724248777334
cg13861904,0.02535789687966449,0.026148763636771027,0.035634190970852395,0.021553903124673566,0.020079576539124032
cg19641395,0.022743653160724048,0.023436968665632867,0.02184762001124058,0.023663924000256634,0.02369262093011797
cg25245636,0.037303373508949855,0.03473686623578682,0.03468678910146043,0.03586582259672418,0.035092860883023845
cg26276877,0.022478103620155974,0.021264243136467433,0.021707725725299578,0.02180308112169922,0.01977651301993024
