,GSM1203595,GSM1203596,GSM1203589,GSM1203727,GSM1203728,GSM1203866,GSM1203867,GSM1203825,GSM1203826,GSM1203775,GSM1203776,GSM1203816,GSM1203817,GSM1203843,GSM1203844,GSM1203581,GSM1203582,GSM1203630,GSM1203812,GSM1203813,GSM1203486,GSM1203487,GSM1203504,GSM1203505,GSM1203846,GSM1203847,GSM1203498,GSM1203499,GSM1203509,GSM1203510,GSM1203401,GSM1203402,GSM1203717,GSM1203718,GSM1203415,GSM1203416,GSM1203761,GSM1203762,GSM1203590,GSM1203631,GSM1203645,GSM1203646,GSM1203381,GSM1203382,GSM1203376,GSM1203377,GSM1203852,GSM1203853
cg07114770,0.01279081974007808,0.015598011269941862,0.012117298326144521,0.0160088947854869,0.02054829431610669,0.01784397225109114,0.02020223956625792,0.07525880823454596,0.016269130340960843,0.021723708952110395,0.018326580011421137,0.017554726711121668,0.01780361784564101,0.015942944485041077,0.018155428627238367,0.014418481101641688,0.01310961116800776,0.01234312937966509,0.012158102725045196,0.019569299089181053,0.013956690666149659,0.01729118618982091,0.013926542795207119,0.01669275874897253,0.014018090722062023,0.015331184249039573,0.01488636562193883,0.012512598261698099,0.01091965125611539,0.013211667905383412,0.016044928390945873,0.014802983925357664,0.013718730328138272,0.016883102116648632,0.01763848573785979,0.016831250535528346,0.019031748602073,0.017145692566990348,0.015532750751698639,0.2745167261181117,0.4552814844042226,0.4461048039748535,0.019258978446035795,0.017969665340150355,0.016040774404615724,0.015594865720226432,0.015157141084130226,0.021741405339595662
cg26625629,0.01774061788309546,0.017987395907031967,0.018924782902454373,0.020914429600814577,0.02066724366884462,0.023688876774738736,0.022115489845555097,0.021093748140152885,0.022783338494374982,0.020837765617181078,0.048195817668301874,0.021066977743124132,0.01786299496771821,0.3051549041272235,0.4193930340256163,0.03390678265098531,0.018643539899188235,0.018744061365374834,0.02198126781926252,0.023130331354987727,0.045392708649563,0.045730983773097554,0.017783656820574405,0.018823924205162736,0.021061618538482766,0.019718606284680307,0.01746005743658443,0.019675383542053483,0.11774935139459831,0.0678685906462931,0.021217592922907848,0.022927538883641067,0.020084348133336274,0.022518932878523093,0.020865825368677114,0.03381788537995109,0.02468729504090301,0.02146119035702334,0.059166872483156,0.02086460778147336,0.7327184650988104,0.8441834178411941,0.018816315251509824,0.020591463798897335,0.019235655189018465,0.022118945912838493,0.02687648177152741,0.24793848054866155
cg25572477,0.021734927062631883,0.022926894152485496,0.021988058438529728,0.024067309641243966,0.024717402315502606,0.024051446931396173,0.02675269111438761,0.025541714884838026,0.02618370554190232,0.3417021378363754,0.024098694058753468,0.022964320164780404,0.025631429652849275,0.02739820481198201,0.02737999824072958,0.018931214400781236,0.019532682945938303,0.016579897123262834,0.02497523500738623,0.028478271305684068,0.022244990757303042,0.021364919399274974,0.021026025198617012,0.021090534460960503,0.02537757353155287,0.021680143115458007,0.021796461083604005,0.023595764981779923,0.021184852609494438,0.022162447128508556,0.024671427594104865,0.025459124506633995,0.023455929513175926,0.021364734249786008,0.023951503902912962,0.029038489388794483,0.02376569034376236,0.04048575787701577,0.02117308923690966,0.021912688026563192,0.5062698398874693,0.49114903195823034,0.023080180960608158,0.026252135146611517,0.021850052749323497,0.019678196634606775,0.023422715061935554,0.025565710425395582
cg14165789,0.015672174100295724,0.016146492836591267,0.014942212358956576,0.016522888401852273,0.01605975182350669,0.01647357132682407,0.018385046139921712,0.018628868211738175,0.01672391217872604,0.01630427500123791,0.019403012663079148,0.018260724265802088,0.017344236114838936,0.017440390380933573,0.018372416425808627,0.011394236921652414,0.011348714456582469,0.012788902239152111,0.013996466241616287,0.01597341100287572,0.010861777063429192,0.013123653024465826,0.013567630046056824,0.01653887747041007,0.019657039243434427,0.01958418048609394,0.017563261533125478,0.014669928018100757,0.015511299842353709,0.01718474988548424,0.016264700631510167,0.01837375331023762,0.014429497349079149,0.02014523096786026,0.016379472707842273,0.01734478415847371,0.01764372457012139,0.016481081769991652,0.015432117974478592,0.017001138404621852,0.7755394795592149,0.5852824375700716,0.017032100881606848,0.01734026568946199,0.017005586729851984,0.012424790642796866,0.014549726110642423,0.016005800408516183
cg07019536,0.025047821817606175,0.02401341052633799,0.02479759041750648,0.026875413604936563,0.020312979511037586,0.03565961452449174,0.0325033996103866,0.034949294248402756,0.03587096380913384,0.02852172014786676,0.02373610566429757,0.029492424075368832,0.027098675463028046,0.024942694069841415,0.02846943542666896,0.01634286679258365,0.022371917647826967,0.0270280306509176,0.04828911992350921,0.021625399698217935,0.017978197021198714,0.019635063533760218,0.02473388455000149,0.02804153606452239,0.02545577952011016,0.023549010024278724,0.028767710610499243,0.02903119459838869,0.025761458937419105,0.02380494114404569,0.027367215903974968,0.02408656119582213,0.030129995073614604,0.02532150735607901,0.033369185487858374,0.029714549354548345,0.028427814902902866,0.026116050335135328,0.02493727922168374,0.027116465081223052,0.9228164730189011,0.8162946282428193,0.025378432504798484,0.0576063596838846,0.027688691893594856,0.019737425114433695,0.031023314126411575,0.02798985520858412
cg10946038,0.022293276936737275,0.023584268204318703,0.02331229887260613,0.022996047852510342,0.025776817477495065,0.03087754193166454,0.03435941735957941,0.030939363206031245,0.030740750823544206,0.02283532697975485,0.02931974862413384,0.03025404953316845,0.027426570569781154,0.02487090545558457,0.02405038334870568,0.018625004393735847,0.01910369934844517,0.023002742787027144,0.07167393493396637,0.02010761772264687,0.017307715198898174,0.01876089646900229,0.020878323169496112,0.023877758112841662,0.025853549518874475,0.02462848448042578,0.02651195607963655,0.02651835492968543,0.022618037239491896,0.024785012013667868,0.026274518483271527,0.027468648956236595,0.031379027107777284,0.025562016939520076,0.024862213282044996,0.029390106239658185,0.027069448086069932,0.029358001459971365,0.02170318501508853,0.024974484693727227,0.8984538067386215,0.7905822183522225,0.02429261835720141,0.027991005331870857,0.022915660001684254,0.016609436998389047,0.024973004820910822,0.02768107411836005
cg02329767,0.024374129345300186,0.023965954004107712,0.024620073664341473,0.027265197733867697,0.028108970850207974,0.02824679029339537,0.03244633768989587,0.02507254903497889,0.024493747132489037,0.023051781246256738,0.024057624750017537,0.02857078077368201,0.03198778275833744,0.028925422510839863,0.028805883547061532,0.10819337925857352,0.11704789221602446,0.016606131588382464,0.023218829438567304,0.02083444895917487,0.018608700947968338,0.018633121522228808,0.3095365799697456,0.3442592312112615,0.029571114932290157,0.026195891352835263,0.047483454737114426,0.06876708296624025,0.0222406321040488,0.022572138781637184,0.022839465616634882,0.02847525292590382,0.026895718752542635,0.025767142189236227,0.026347910970988365,0.02937365842374051,0.03980682404951146,0.02698997885040467,0.0239899836118827,0.02390787891978549,0.04520828487149516,0.3642565172452644,0.023891682987926887,0.024869329736198865,0.022691695497013463,0.02255661362417215,0.023692517104339905,0.03413264158356479
cg06455606,0.017849392461511245,0.01744908414810669,0.016112855031376837,0.018027206915190212,0.018924867863735272,0.023087222428501794,0.0230851271943481,0.019893015778384374,0.02357002682860606,0.021875965304727928,0.02264537091012044,0.06647465176820481,0.6000054078901248,0.01973551644489807,0.018440053414291446,0.01691284071656901,0.03187942273507035,0.011611985366584126,0.01784440449951572,0.021114048308259668,0.17104078707857595,0.18496698023564562,0.540647293486009,0.6142210835545429,0.019162495623283947,0.3448963870127551,0.3073879359935197,0.4066191871063002,0.016955507919040224,0.017299950888322736,0.019207333001461168,0.01863766798701766,0.018771121944223798,0.01780880059479327,0.015891896899083987,0.07579093080564626,0.01731177385155395,0.01893934918407307,0.015128339552768162,0.017894097889144,0.7424301271512064,0.6691861425619445,0.01919881981146547,0.018263507316444008,0.01690465594168726,0.014946802822473005,0.017309149740277054,0.019250213981878938
cg08080475,0.015971385125204858,0.016838863479886872,0.014702262587074778,0.017976146732404913,0.01721600535806017,0.0176326043272275,0.024115560068192522,0.02002793336602537,0.018836282222110676,0.018141391243683976,0.016882340936822674,0.018524074232003942,0.017879716953547918,0.022226789892111173,0.019670963011644425,0.013755210444386426,0.014693204703845131,0.012403372151180475,0.07714155930808929,0.01847361295805475,0.016017521119220297,0.01361139005721744,0.47891722013520455,0.45690566337359945,0.13367464817120567,0.48043476859736944,0.015938631477847295,0.016695202506412713,0.016333687444177163,0.018998974099605038,0.016854925561098123,0.017368212701012818,0.019523101074259714,0.02072344784322127,0.02779664992455129,0.3513403209776472,0.020281471059339383,0.1477522446131031,0.015250133532062941,0.016396599785053926,0.5460978082232852,0.4718677533036438,0.016040563117151286,0.07182800455145563,0.019871351994711187,0.011623952969099882,0.015463561944244978,0.019905496036957
cg00327185,0.03547115144064068,0.03713953371846631,0.0318450043297518,0.03084220527819335,0.03855963393108011,0.03869507758866693,0.04055199352156829,0.039718766132950604,0.036947541570922386,0.03751360726343691,0.04491189077297169,0.036249717701127775,0.03253469272335747,0.038052577633542355,0.03501862829552482,0.029049429608938963,0.023602082475676005,0.03711474683005538,0.03591281684600027,0.03192650541926112,0.02590332118120117,0.02967330895256191,0.03438887154635765,0.03317486829971184,0.4333185634518288,0.09366210610301043,0.033398920523760436,0.03744512397209452,0.07487461675622156,0.1612968854620613,0.03386557018366761,0.036289591405452785,0.03737891807230382,0.03168648025066002,0.03888978877324966,0.036032886683647944,0.038915294747019324,0.03337062416480505,0.034789867137077934,0.038695417818007415,0.1961342752064177,0.2203584293512933,0.03125329572679843,0.026021308461363343,0.03163009652598172,0.03275218949268145,0.03797170945655213,0.03769922477625861
cg09112682,0.026443756248032437,0.028853054531119242,0.025689862339732823,0.025127156746985485,0.025904530135059056,0.025353503300112976,0.032530202824767214,0.02810110324376726,0.026296357505890215,0.027361434657667407,0.030932785918767153,0.029353400543450984,0.03184038848063743,0.0335525195463399,0.04575839046407444,0.03839928007121045,0.03318219267238621,0.025650982839977052,0.044455475030771574,0.026443326071364286,0.01923876976101829,0.02964034457562543,0.02481342371962271,0.03039556522661649,0.05977736998792645,0.03010397154078551,0.044641383080316455,0.02709668092427526,0.03621886741012264,0.026581549513410064,0.024794275100913556,0.018844645937476437,0.039782135141056274,0.03966094514328699,0.03173509713296758,0.026377924833031165,0.029392625490031826,0.02894951140083356,0.02474642018018713,0.025199926305964977,0.03168322265876748,0.08468506735990605,0.023676119672772437,0.018963137936001614,0.03573450999312821,0.06366478778176768,0.025651114237537936,0.02778229952142029
cg27576755,0.02257255791406381,0.016373406457091604,0.014865357353356881,0.11546853286424637,0.023204164311794923,0.021923988897603074,0.022999663488461625,0.020633489072834015,0.019299261845773873,0.019834603921353895,0.018106973221612983,0.016340563135611545,0.0191320473831429,0.01867983137923451,0.022259076570451085,0.012540540320118287,0.012423440935118584,0.016761447715056672,0.2606828570159183,0.025075557815670453,0.011774825964065185,0.01849238476943821,0.018624045922816832,0.019475480014442034,0.01659817400516329,0.01963746626628859,0.021292829078478348,0.017560709905496463,0.021227342747106612,0.020939442447510982,0.02103199035289439,0.01719075890825919,0.018132712114225843,0.022127894426596004,0.02571140875137399,0.024471412833393096,0.03250133450409443,0.03536460740777719,0.015522538600275868,0.024080391157221197,0.03155694819188512,0.027306936868813258,0.33985641650141796,0.10296351579461607,0.02404154983851349,0.016515776047294674,0.019942648327593078,0.021447950968736782
cg26247263,0.0167163134731718,0.016457967893754345,0.013727552400729256,0.028854571138207157,0.027737799539911217,0.021868513112923524,0.01866760684414896,0.019937345168004276,0.019861560270349705,0.1411860305368307,0.47491384694016375,0.01878254073888597,0.017159373382734974,0.02222534988537702,0.023349871596201006,0.014388240466821812,0.015947005181949882,0.01509687632204873,0.016095516114444906,0.018013064412112992,0.01615526298642472,0.01744722434621084,0.01755332552105954,0.02225524183130693,0.021439050063316235,0.020289806642733693,0.015976932508822615,0.016430030543873732,0.01805739428966024,0.017906702307775108,0.019808333788294073,0.020772213616375077,0.020558956528518933,0.021206374235379438,0.021262336325361512,0.023468051479487332,0.021172960039935837,0.03206091759934509,0.01724977147739893,0.017449192810477892,0.03512865275914199,0.017514626234577793,0.8007587495114498,0.8725086314721149,0.01980299875747959,0.01713363789479449,0.037772878256046916,0.0447949050916064
cg15556085,0.015646360343570417,0.015853215684898357,0.015380923611525276,0.018656043342308387,0.01998913979902491,0.030951307616248393,0.018530690418381283,0.01733301738880815,0.01971679584461985,0.269806620486297,0.4046329710701105,0.01703834759104384,0.017839164767633215,0.020633143023478354,0.019078782221347027,0.010536320608896546,0.013162438912831111,0.012715493297523374,0.014387504273176484,0.015108355458030655,0.01370420734556539,0.011122934102655017,0.015838995788966564,0.01701963105162185,0.017404359578713547,0.017459169087825088,0.01593281918457131,0.017796048771606673,0.014986557842712096,0.017473541153220917,0.01645602089521702,0.016279044358202654,0.018066281460685864,0.018549953597091294,0.018102429446521878,0.018462799307601717,0.01635837550583679,0.05956494218046033,0.01509090138129372,0.019933899563791952,0.06264564950121226,0.015901930730527893,0.7744851496458653,0.7508632393489706,0.015708699906803594,0.013566584057239034,0.07812158838143361,0.0821396699195318
cg22251932,0.01852506670556119,0.019961036674735918,0.019805238971318227,0.01854262904399402,0.01850872291455374,0.022987413318779685,0.022768156597949958,0.02340560757595197,0.022949701923022092,0.023966447053297823,0.022021459109620976,0.02544028675886967,0.01928494756467082,0.023797174305937013,0.023684349810434734,0.016568294383158638,0.019617573525814162,0.017160391962779225,0.018870394681689932,0.01908737840145063,0.020706027022327503,0.01969252195490294,0.01981195099635292,0.021005952068351083,0.023248782977134362,0.021560751221274835,0.01917376781392567,0.01941116223139664,0.018090554849267856,0.019964201395924218,0.02284898103518693,0.023285441798881416,0.024085849371464907,0.020241000711159283,0.025086895262435984,0.022959245706971675,0.024934624474945426,0.02169740278619029,0.018222761935808445,0.018305403910194865,0.19785364400067057,0.0598417118942288,0.6555182189869443,0.606929359080144,0.0224822828568461,0.34344432041387585,0.018756426354600196,0.022410431673180506
cg17368737,0.01922941013226292,0.03198334292264581,0.024318636997603678,0.05380014089507742,0.044070419792862005,0.034009872121821765,0.04456568304724309,0.028938226727658875,0.05126216115313551,0.03537337960286433,0.05371742853313732,0.04132955769436136,0.0445541310060084,0.05885574601144905,0.054921468642019404,0.031994485831348465,0.0372380483851503,0.031927682700777026,0.04109195593056499,0.03983113993097019,0.04793097206160322,0.033805006167978977,0.07947301051692085,0.06659408484130584,0.039227838406190665,0.05899608674730664,0.05053214757468209,0.06249145048123253,0.04102255899553175,0.032495945326228945,0.07604958427050167,0.0659426249708343,0.035363622193312065,0.04856289786187418,0.05849068226178494,0.06390244799513811,0.05725152024976703,0.045937597896829496,0.023908710433956388,0.03798259529797592,0.25843913899194004,0.11963083222226822,0.6138960194918437,0.5286544829028809,0.06486551076970433,0.24158421496084753,0.04387469100071755,0.03985593724124572
cg20289346,0.020042271521364553,0.018538919659612733,0.017903155591948754,0.01956492406043128,0.022513542344501005,0.018914716005187883,0.02219096174166779,0.020894096369969823,0.019339835955348977,0.021001123019125368,0.018603216421393436,0.021584911249189726,0.020288323668837323,0.027459857267712474,0.022008540525100196,0.016003298277229416,0.014280333890351434,0.018394022476561505,0.043319787187778076,0.023374251049247778,0.01305192346789885,0.01890709950379471,0.018535402705197112,0.018312014392808742,0.018269881471952795,0.019858811110849972,0.01920191963643082,0.02025024994506024,0.023913971058803194,0.021495312384875984,0.017025751316970168,0.019573582179593835,0.021598558223843517,0.019173744401274034,0.02220570638201598,0.022128913068876193,0.023132245132505443,0.025757511746942848,0.022889412115799666,0.02672407746570427,0.01885517238685659,0.019825298942834864,0.8355996912761221,0.5450042943010264,0.018009760785344053,0.014209897328372951,0.018593558661800645,0.020144083279459588
cg10790723,0.013574912655914224,0.014797050618000495,0.019738644823951015,0.02065821345766987,0.017557815435916304,0.018598652240050327,0.021225463718481764,0.02050711907483846,0.02206429840119545,0.01757291925607023,0.01727632853291403,0.022275252132712205,0.022889081825806103,0.020055375788391526,0.01956132820247539,0.01566453093111398,0.018429647081642266,0.01678733714934508,0.018398917294765102,0.018411253955726105,0.018001264868106614,0.01994500568845936,0.013729342237168783,0.015671462065454958,0.019749115869158923,0.018593369875572353,0.017538824941240802,0.019863250261516537,0.017541155008389146,0.017880904495605573,0.020993481404238453,0.02062447097329578,0.017727851401851746,0.019248978765986812,0.01885636076268805,0.016975487912393585,0.019344991053149567,0.018152702391225184,0.019122501379544216,0.01901679313266489,0.2211139419692586,0.017837386442166765,0.748549327992807,0.8721681051616944,0.015584814850473057,0.014782778005464311,0.014251143107196903,0.015629848415042644
cg23719207,0.01841541728649022,0.0174663979307123,0.018810189336588016,0.01882921710942178,0.019642908872625025,0.023237286486916357,0.01995728790398184,0.021839275504853296,0.019632498917819558,0.021588270007087487,0.019120000125926514,0.0227812249881685,0.02098703784639119,0.019470238228836208,0.019419216220784963,0.015168282707009598,0.01590450954430804,0.016056152599553838,0.12403942103951064,0.02009177918658377,0.01404810624544253,0.014491289367269256,0.01916983912211424,0.020789904328271876,0.019190878995939544,0.019428297193695213,0.018475095798922186,0.018866290239689942,0.020991655378870776,0.01910925846967357,0.0211000302499061,0.01816646494184187,0.02221931570243759,0.020310474433071487,0.022566721306469636,0.019885217293661012,0.018634192214101473,0.01946950039542646,0.018566552040430326,0.018847823133507784,0.018820343338727417,0.019876522941347705,0.8533491340944895,0.8502733458641409,0.02413266320293536,0.01877345388697036,0.02395371030798606,0.023524309457233113
cg15403346,0.013861730718066177,0.01474252587644391,0.013624458290896403,0.016025484496680443,0.01518935368015411,0.017266115824527313,0.024056390949591236,0.015468419442422266,0.01591275773785718,0.017412562497986388,0.017755373060027814,0.01578879961851866,0.01447647642271595,0.015994656170974664,0.0175054326337768,0.014177721678546041,0.01483233871886993,0.015136884314241688,0.014793881753480896,0.013639789795057972,0.013361021688805806,0.01866807399380786,0.015977589759657334,0.015009744588408369,0.01679999417360969,0.01615933153826551,0.013435659770527257,0.01194843132751974,0.015479972716808057,0.01405912574985297,0.01653734497543589,0.015315136613420911,0.01521752476768015,0.016870166439964616,0.015707334298094348,0.015868494906094117,0.019518230837678306,0.018566441886507946,0.014804559705369844,0.014765697308044324,0.013544351453012337,0.01315377793455698,0.6151417563218919,0.596778746744742,0.014044322934955123,0.017722657913522042,0.013842943482525632,0.015295017765739622
