,B,CD4T,CD8T,Granulocyte,Monocyte
cg24501315,0.9716456803987018,0.9751064133920471,0.9738547068491389,0.9741000831778504,0.9733476404956585
cg10662901,0.9707558477115663,0.9736936202632391,0.972567852308507,0.9729352762926314,0.9720438157750216
cg01362762,0.9807389136358406,0.9826888687483578,0.9818032438333082,0.9816230781356454,0.983369629452258
cg04950423,0.9827166478286931,0.9835085628107949,0.9844556106545147,0.9837535611179692,0.9854249225533449
cg13689204,0.9619624311793219,0.9790935279763645,0.97810543191094,0.9802830035189621,0.9806587751404765
cg25340432,0.9748353071111893,0.9775556229571529,0.9768238391361129,0.9754772524458436,0.9754898180147388
cg05338724,0.9855064740614828,0.9869443042324386,0.9858897605825081,0.9867537176775872,0.9873263896106509
cg27108388,0.98221326521824,0.9834066745078027,0.9831110822851705,0.9838580437213379,0.9848014326260577
cg26042514,0.9794138572280016,0.9793186188722997,0.9793010289964946,0.9793323346258508,0.9798637273946872
cg26566283,0.9670203691119735,0.9721469461661458,0.9707236429810653,0.9714622988239449,0.9734739510608045
cg14560339,0.9846370084973721,0.9853989385059397,0.9858368550520139,0.9855289143394134,0.986383721591657
cg12423338,0.9800232424309561,0.9816821940279785,0.9815927632697797,0.9820062764002376,0.9822030836738636
cg08486065,0.9716488277234746,0.9718001294606585,0.9713353461103444,0.9714760928285114,0.9745704222466663
cg06489728,0.9747754528267675,0.9785937020371899,0.9746008248424423,0.977208023918573,0.9744040386515305
cg13951268,0.9798666635117895,0.980228392254145,0.981178627331696,0.9805546079728968,0.9803991630748684
cg03885098,0.9754773768043224,0.9765499884661288,0.9772056871069594,0.9763081301569796,0.9776851437598802
cg21509721,0.9826305647833801,0.9846052787031649,0.9839348427017461,0.9846520554379802,0.9849432155146284
cg07509252,0.9824898493769048,0.9845748870945982,0.9828593683688414,0.9843742564653936,0.9840255546024321
cg25941985,0.9820234192185306,0.9841276964014585,0.9841989445596367,0.9834542386239215,0.9840197495063819
cg10970860,0.9669249729833528,0.9696483871602907,0.9672844458693761,0.9687902750739755,0.9663132641889379
cg15421701,0.9788638430683845,0.9804214377436579,0.980195903481147,0.9802567790553189,0.9804795778644292
cg26757376,0.9809611339038794,0.9820580966891775,0.9820704752563448,0.9823946631975733,0.983170012874076
cg23433118,0.9610527437432322,0.9663181063844714,0.9663479794149642,0.9654475155821659,0.965500731345257
cg01548142,0.9724947842110424,0.9777145616236643,0.977253044910839,0.9767788503195112,0.9783891859411157
cg09028935,0.9766128498843318,0.9763411164713842,0.9727837157977183,0.9780096110932082,0.9785492679231126
cg04102459,0.9803955938714157,0.9818130730264091,0.981875605949637,0.9779883596114373,0.9817441787782286
cg02847389,0.9858141616977099,0.9867239777885375,0.9863098026729344,0.986505262135495,0.9876278867514034
cg26830192,0.9805844630371174,0.9811853740532605,0.9804312866767518,0.9707650984634733,0.9738255038235687
cg24728105,0.9823380585518449,0.9833441935628828,0.9835334809925618,0.9835609823801229,0.9844840427465329
cg13465292,0.9744084739992681,0.9765768426970067,0.97628086048199,0.9760242047359667,0.9768678136167679
cg23845400,0.964428271477556,0.9848880541609002,0.9843571097522325,0.9837473047867735,0.9854579489400156
cg27456707,0.9873323980419669,0.9876692566716235,0.9875369353037348,0.9872840663909447,0.9887353513763036
cg00776208,0.9723132394837423,0.9732809718504992,0.9700641660808474,0.9754977970681649,0.9772472673214893
cg25745379,0.9856349439343965,0.9851375651252211,0.986268564052304,0.981968289656587,0.9855813428456284
cg01233786,0.9725469182405838,0.9797765247061886,0.9797357364749653,0.980453800698403,0.9807981827365155
cg03543861,0.9786191916422188,0.9813097472939211,0.9818265643465379,0.9810687490618253,0.9820380045433149
cg14642259,0.9665980969988109,0.974178995873437,0.9744809460484732,0.9741001410917934,0.9722980833118174
cg14696444,0.9681335938331791,0.971070124261128,0.9712712949636951,0.9707544738042142,0.9692373292348853
cg06014083,0.9843028076013588,0.9831197985226359,0.984683776380268,0.9846370297072261,0.9855526067810093
cg14595315,0.9689131368562799,0.9702874591918882,0.971170800819228,0.9700748392844227,0.9697483249002313
cg04082769,0.9842206962140981,0.9859012304329439,0.9846162913176073,0.9800203854393637,0.9864620046075903
cg25686891,0.9812999069528299,0.9815820003675014,0.9819432553578694,0.9812411685957306,0.9827540933940577
cg04932205,0.9852457792319279,0.9856913742449278,0.9861274505409735,0.9854068616951805,0.9861890000100614
cg03963250,0.9797314141546173,0.9784473640361473,0.9758677866797345,0.9807922993088561,0.9804594849961299
cg12806067,0.9838477340161351,0.9853886024203309,0.9861288333129484,0.9852438283740764,0.9856032735849148
cg20311251,0.9840237580673729,0.9867430219925326,0.9871990231264068,0.9862564371138655,0.9877403674541085
cg24813613,0.9823753361166745,0.9839530464737324,0.984475548946583,0.9823896421203455,0.9854315199337057
cg27521684,0.9801489548504517,0.9816693243604672,0.9815548642936591,0.9819167918333644,0.982540551127025
cg03243595,0.9771114011774676,0.9663676848391756,0.977053764236304,0.976660243527425,0.9776534689398151
cg02683114,0.9792184679785693,0.9810407732122265,0.979586963251475,0.9807049683131527,0.9809500914567814
cg18185116,0.9822259014378459,0.9824651340700005,0.9823807473542753,0.9814786721243143,0.9830915030263203
cg14899164,0.9780848021289047,0.9797252579884195,0.9798110563058614,0.9791334681875105,0.9814320011548018
cg07497190,0.976264146973668,0.9774463877414247,0.9774905591870338,0.978834279760343,0.9795164945005531
cg01691989,0.9777940111617575,0.9802123757864001,0.9802666356099944,0.9802092330394759,0.9807125467618297
cg01717276,0.9881625325589052,0.9891322562120154,0.9890029965779922,0.9890966956564569,0.9892378700215039
cg04928049,0.9849647626860979,0.9865219417008778,0.9864460264007857,0.9861762858605464,0.9861395545244073
cg24716420,0.9665597251582282,0.9770345585181975,0.9736957640621929,0.9724776793036414,0.974032885593554
cg03799405,0.9627266116392471,0.9677327234037936,0.9678830017217747,0.9668703224615445,0.9676181749837095
cg01468921,0.9646904623530596,0.9701593774056875,0.966163341070701,0.9694806326565937,0.9657592732603858
cg21842944,0.9854714020407546,0.9851734936470607,0.9866164516840005,0.986083045609145,0.9873637850942804
cg13131263,0.9848021770054262,0.9854678122329271,0.9854616629621628,0.9831797182879021,0.9861356587688598
cg04254595,0.9687786315825327,0.9718137386726963,0.9700663419910825,0.9733006126823646,0.9737452135036467
cg19221500,0.9811368268643774,0.9816080244216857,0.9826173954772016,0.9819653564359951,0.983169306438921
cg07259732,0.9733693206176097,0.9759374966874279,0.975420879631682,0.9736097015339541,0.9761692122464579
cg14625425,0.9802972811792987,0.9820938065415089,0.9824386308776035,0.9781506961602819,0.9836027993683263
cg05664039,0.9830809882594745,0.9844914957200366,0.9844539897088002,0.9849816536173639,0.9853805814930282
cg09482780,0.984764908786915,0.985179417186372,0.9859616666725054,0.9851540132781935,0.9865108789355778
cg23882796,0.9667738778166275,0.9688678400030952,0.9677452769626902,0.9732037623852374,0.9709026938634245
cg13389944,0.9634294200931953,0.9663215413497311,0.9646067080238978,0.9658081671878048,0.9652629379934643
cg23475278,0.9825048363096914,0.9838600464785089,0.984070103984719,0.9831802007271457,0.9847413536943562
cg03013188,0.9843861328388941,0.9858053565478786,0.9863288562659941,0.9856857424547851,0.9873274448721885
cg12975324,0.9763310016551264,0.9767741858715189,0.9784347980974192,0.9766853662650297,0.9791201178618177
cg07341141,0.9851998469775529,0.9858707522113903,0.986754396867805,0.986020973975813,0.9870730193300482
cg03305624,0.97712558139132,0.9775259516406561,0.9780769559857995,0.9763935849392084,0.9775306563177893
cg24726783,0.9793511246487141,0.9856403830507744,0.9839445162511344,0.9861700472971611,0.9873029359609734
cg23939932,0.9799567442544167,0.981900584791705,0.9812883742586599,0.9817945398890566,0.9831816317556915
cg13552765,0.9732950581079873,0.9747370527862399,0.9745924867511306,0.9758601802310887,0.9754223214955661
cg14895576,0.983655258391582,0.9840114589888934,0.9844232017941325,0.9837136510947236,0.9841805326727223
cg23026345,0.9743383368095605,0.9773034492670816,0.9763503564356842,0.9757684263143833,0.9763949131532773
cg07674277,0.9799945244501285,0.9795339172100589,0.980557111069819,0.9797389746653437,0.980834199350081
cg11676546,0.9756412908922004,0.979187601905554,0.9791008414646533,0.9792841228430215,0.9786119919344898
cg14406074,0.9829291074722194,0.9839022351393235,0.9842132071853029,0.98439748504751,0.9850146409901652
cg24422826,0.9716852124712326,0.9756552998736533,0.9752203906845678,0.9752761075380812,0.9760115502280898
cg14808378,0.9716184605725376,0.9752213656573611,0.974029498904596,0.9750275594965634,0.9752370470607526
cg01414542,0.9733495153888638,0.976901236837924,0.9765476607392632,0.9749049407858631,0.9782655287782386
cg25970447,0.9697918244385655,0.9718766689358558,0.972407023270443,0.9729800683437054,0.9719924774442061
cg08184936,0.9757425970169223,0.9766875233097104,0.9760656976012525,0.9686664224960352,0.9761977406842072
cg09543474,0.9625954798795016,0.9656020052133892,0.9651986774410741,0.9663086178505432,0.9647760284553196
cg01590076,0.9823638882877735,0.9843886576408906,0.9843585058249475,0.9833730857740068,0.9841641087783578
cg06820907,0.979040771917182,0.9801642871150921,0.97545027056505,0.9788301847521348,0.9781880768214701
cg26709693,0.9852995604118069,0.9860233455794295,0.9852292313704929,0.9863112930908084,0.9871751494312304
cg05880944,0.9833053884424588,0.9849496341252585,0.9852685703469718,0.9844130782991772,0.9862430043278058
cg17893857,0.9855394625515635,0.9860934942534697,0.9862685163175499,0.9851905791663004,0.9862586524245336
cg09220393,0.9837238871931042,0.9847413731915253,0.984352548967359,0.9841968950747377,0.9851533794707205
cg01537765,0.976870068032303,0.9783895351854973,0.9794943549404936,0.9777907987221,0.9796705737671172
cg06328338,0.9835324868006713,0.983826044908478,0.9837144108613621,0.983724182230285,0.9858305665673429
cg20723425,0.9838189927989047,0.9843781833537557,0.9838361946841468,0.9855863812917542,0.9860540542221903
cg23331981,0.974073870263188,0.976347388106163,0.9755207303938287,0.9761926515211099,0.9766931071395056
cg01854803,0.9765493327472601,0.9816368223889679,0.9806019178700274,0.9807847266538011,0.9804003388024126
cg19483126,0.9802245972171215,0.9821174572178368,0.9823897050880025,0.9810518271850869,0.9832104165019276
cg02973843,0.9782144273346348,0.9782042744520167,0.9750799171954591,0.978317390734569,0.9789934188356471
cg10576499,0.9753717717125105,0.9775528188507419,0.9766013961560553,0.9750776822108377,0.9756242993438049
cg07194832,0.9813917317623032,0.9816989565584537,0.9811582094729037,0.9838394692952619,0.9834109875145467
cg17504591,0.9657141542053794,0.9676688907803159,0.9656727566592004,0.9669603096681862,0.9674204876428077
cg01290644,0.9823182839151784,0.9839674571253605,0.9841241310042992,0.9837827454946433,0.984531141983684
cg03854913,0.9737312133836132,0.9741722284266369,0.9751585962271027,0.9744526074962284,0.9740884728461652
cg24803059,0.9775453861445759,0.9803091541551153,0.9798417588988215,0.979956422920874,0.9802327994223617
cg03877418,0.9833916627879216,0.9844883878642559,0.9847552960678554,0.983534084492178,0.9854529019432328
cg13096307,0.9672142669949023,0.9692990026791783,0.968549335246931,0.9686524911841212,0.9694141733613891
cg00369786,0.9772480139429174,0.9762635675692304,0.9778792031280028,0.977724386967747,0.9817005216386693
cg00408365,0.980487399292703,0.9824221722285976,0.9822292365860614,0.9823747252070136,0.9835257220855749
cg21350392,0.9801425350912046,0.9812655490375688,0.9816695019833385,0.9806151474263766,0.9818717064900584
cg06976634,0.9771847292029706,0.9789299989850351,0.9796571647906421,0.9789890036856204,0.9792544298394018
cg04831728,0.9823583057377963,0.984294225938419,0.983911864531685,0.984507558288719,0.9851760469981669
cg13439505,0.9785625664956229,0.9785843688213488,0.9764595077250634,0.9806708798306837,0.9796975191116987
cg23320522,0.9812462077655424,0.9833905402653169,0.9835453389194618,0.9838173432631019,0.9847206664710891
cg06705004,0.9768724739448142,0.9802905252155719,0.9798984225306305,0.9753276362002781,0.9788192152250081
cg08632020,0.9798023830523349,0.9813368581421938,0.9789087045172341,0.9790295209120637,0.9825937273732473
cg13600755,0.9761119922016575,0.977580675362181,0.9756503846093114,0.9789956924083173,0.9789717487454732
cg07797693,0.9794032975101733,0.9782759731776844,0.9786258005989199,0.9794500628839841,0.9809724629032281
cg20637405,0.9681111524542761,0.973098550063762,0.9725304970073967,0.973186469068574,0.9701763561149555
cg02876276,0.9744016685242497,0.9762253313060861,0.9754612332024081,0.9761789872417721,0.9761661581977081
cg26624794,0.9836599654809296,0.9844558778694001,0.9847471067633384,0.9838957600347297,0.9851396356258046
cg21063361,0.9770109939746554,0.9854909684842239,0.9855151168329471,0.9856315731104609,0.9850250386112405
cg14758740,0.9669439376579136,0.9705609243628992,0.9689645549009669,0.9688073166716462,0.9685944637129281
cg21893154,0.9856521414150823,0.986084998994363,0.9868906430116778,0.9864527644390055,0.9882144185671076
cg02668055,0.9674522300328386,0.9709272583725813,0.9708165669016511,0.9714827122641162,0.9710202247003602
cg09827826,0.9768472808342489,0.9779997548084104,0.9779437820740394,0.9771951038548293,0.9790257900937579
cg19830626,0.9754984845797685,0.9768129869155079,0.9765496895667216,0.9773245506998027,0.9770033642900451
cg17970936,0.9757766901486865,0.9779357501038961,0.9785355478471394,0.9777231311865396,0.9799646735563643
cg17511933,0.9743976423162074,0.9762877340463572,0.9754912489787789,0.9768368996319784,0.9766097190821036
cg25590335,0.9860163032025417,0.9869049797336286,0.9876765517750978,0.9868671567511766,0.988368155949229
cg19419389,0.9787736787764933,0.979143667940664,0.9804812510056732,0.9768114450941996,0.9817803388842028
cg08994336,0.9799309593135227,0.9808343455569888,0.9811268043605658,0.9811226113695726,0.9815243152275696
cg07807210,0.973675743638889,0.9749157655087897,0.9757594237230431,0.9758760443196748,0.9773052419317979
cg04919944,0.9825244885357007,0.9834815604676417,0.9829551538527779,0.9833033423740444,0.9822868899790678
cg07957471,0.9842798216619103,0.9848812067733171,0.9847670650311552,0.9844696276270132,0.9857594862078318
cg26267259,0.971575858156399,0.9777076005189256,0.9752407711353577,0.9748494695088438,0.9751436140981244
cg09642408,0.9708014818116171,0.9729095118338292,0.9692504412831757,0.977442410477876,0.9744477806212916
cg25018458,0.9796572920292025,0.9805968491191275,0.980499186346255,0.9826524684084703,0.9825631745938467
cg18207099,0.9718270170749393,0.9748104509331796,0.9729928242896289,0.9745293511259046,0.9703730723073093
cg14015002,0.9704859839764742,0.969273000040123,0.9680121557812547,0.9728407743321127,0.9751345554098207
cg21393135,0.9795154543198653,0.9811526692560416,0.9835865494255323,0.9778474679410202,0.9802547800328018
cg06830441,0.9724961668210359,0.9767777921148962,0.9758494268901392,0.976024389382795,0.9751166031056897
cg19830849,0.9769878490058603,0.9859940226706657,0.9862397337757115,0.9877968792218083,0.9890736994872712
cg23023378,0.9704243618066882,0.9733872694188771,0.9735339292223476,0.9745708111974567,0.9733631808705779
cg02635482,0.9746703518210319,0.9765308084945701,0.9753668093419351,0.9755758075252335,0.9782204223478536
cg17279942,0.9779362264766179,0.9797021649484157,0.9793311852068433,0.9809281841614539,0.9810715006353498
cg07444005,0.9763584943221602,0.9803940101184316,0.9802836167462863,0.9785927311650765,0.9810679761833836
cg14102880,0.9837998032450087,0.9861633403002802,0.986693819239001,0.9862328092634077,0.9876774455486274
cg24990808,0.9857325138916869,0.9870636370103324,0.9844806247595261,0.9869685129998869,0.9877702221805821
cg24161106,0.9874278397764685,0.9882746114097906,0.9883447051284714,0.9864675754260148,0.9887340881665769
cg02769252,0.9728738419345434,0.9730241945662909,0.9734243044906347,0.9715691938085652,0.974101902374867
cg15696816,0.9873019450595569,0.9879453839442164,0.9876293194375203,0.9879798491692146,0.9888221486612718
cg10243459,0.9733675053526673,0.9771795032970712,0.9736851799087436,0.9766769467583792,0.9764614981860152
cg12924936,0.9750136414546088,0.9773258150237477,0.9783016614829608,0.9772332776272307,0.9778334404411584
cg27444899,0.9802090728295255,0.9820106559677416,0.9816025941861035,0.9819488301853688,0.9835904352922636
cg10532384,0.9730485105507493,0.9733841639919364,0.9733817757408337,0.974588472916323,0.9757173533827371
cg09266881,0.9797932198867861,0.9791331631935086,0.9787163545122867,0.9798609027415619,0.9804985012502889
cg09074755,0.9861694699001429,0.9864700407795796,0.9856816103705652,0.9885608004288943,0.9863556275106318
cg26675523,0.9708701939048031,0.974424889251576,0.9747311493521595,0.9740693083648194,0.9755621312511721
cg08330572,0.9824055828593539,0.9838060795984538,0.9839333412562,0.9838640990762675,0.9845200369939796
cg09047734,0.9674194854843708,0.9722449994965761,0.9731537150262773,0.9715120580507389,0.9721186660348486
cg25273340,0.9754456605301154,0.9763082380560942,0.9762108811664445,0.9764647977011555,0.9769804241364591
cg16581738,0.9707665286710206,0.9748933633960422,0.9748031843931967,0.9754282550692146,0.9741825465299658
cg18698699,0.9689209714134487,0.9728763374630327,0.9714032691726909,0.9729622360733059,0.9716920215578565
cg04878136,0.9691979667827918,0.9735502705896935,0.9730529752762644,0.975475109948935,0.9721533894004892
cg14318489,0.9846983730704852,0.9835562023559765,0.9841193772733069,0.9841489514592586,0.9859648705865257
cg05540639,0.9726395284147247,0.9698515153137326,0.9644665664542208,0.9753914966591759,0.9762687428801619
cg24079672,0.9816352225233194,0.9817040602294933,0.9821635923829203,0.9830200721956838,0.9842557003498973
cg15864104,0.973728252331231,0.9781941984901349,0.977309840292963,0.9759587460492604,0.9739121866338699
cg26204383,0.9764183472756339,0.9779824514119099,0.977602129529153,0.9798387736826516,0.9813142052630769
cg13874287,0.9777228964642555,0.9792161935638514,0.9786792802942557,0.9786265128073934,0.9792008930377172
cg19478343,0.9686517426960298,0.9700132279990733,0.9695201483150437,0.9700500683346578,0.9676249557574857
cg27518993,0.9836209682653313,0.9809171787636818,0.9707014282192066,0.9815744234725259,0.9846760451924507
cg21963925,0.9862460041125963,0.9864290340824055,0.9866097228032137,0.9867680942420473,0.9873444932773925
cg06862343,0.9753600764527584,0.975183230384696,0.9759939980901627,0.9748191695166758,0.9776411628433749
cg04839219,0.9812128662687953,0.982618076395757,0.9829167894447227,0.982311794388969,0.9835903149970183
cg08586642,0.9674658248715403,0.9633956031628691,0.9629881112784954,0.9632239768938345,0.9672913163366712
cg08391848,0.9802228696698654,0.9817879670646538,0.9817796935993182,0.9816961423509307,0.9827238038993589
cg06350203,0.9806111118103032,0.9818992033195936,0.9793495403495409,0.981605005484621,0.9833751300285527
cg01182863,0.9823599779249257,0.9840808315934727,0.9845385848861492,0.9834253765651291,0.984515343841294
cg07627464,0.9807142896902533,0.9828217739457904,0.9826866953040938,0.9811429589621282,0.9834541045000254
cg00731608,0.9772716968580798,0.9821828187164361,0.9810762390481972,0.9801050177299196,0.9829928825895993
cg00291661,0.9704917957073642,0.9750302778669362,0.9750861582372157,0.9718122959905114,0.9735941688237709
cg11289296,0.9816332021665969,0.9828816978997101,0.9835192165055435,0.9826948796484184,0.9838380676447075
cg16406967,0.9811323642815698,0.9823686757653548,0.9812291051475225,0.982681415982863,0.9843253202390213
cg01915888,0.9767180174375688,0.9794317835988641,0.9788659029521296,0.9790444030974591,0.9793320666438977
cg07467765,0.9779253498349052,0.979088357920682,0.9790406886558526,0.9785698094359978,0.9788375344949846
cg05826576,0.9785726278213449,0.9807557869080783,0.9816255173928023,0.9813178384068595,0.9824068175013883
cg02695704,0.9855462975529841,0.9867230017266978,0.9869567195443032,0.9867676246092975,0.9877255866354854
cg20182983,0.9835020189476681,0.9844485896736914,0.9847183621545218,0.9855382758973356,0.9864961334809584
cg06098950,0.9842774472077165,0.9836089542847245,0.9833694387903416,0.9795010832892169,0.9831988237206295
cg13458561,0.9878821241190509,0.9883972102983051,0.9883772130332827,0.98853874177813,0.9895452738713667
cg18024260,0.9820879505325999,0.983149002587701,0.9834084785234655,0.9829543337084331,0.9842517146658615
cg19471291,0.9804367965589819,0.9820650353790129,0.9816949898156303,0.9814545115653067,0.9828428788066965
cg09205538,0.9733591941024927,0.9764547436482713,0.9765190582813595,0.9754989671804093,0.9756481058920283
cg24882192,0.9735387671741068,0.9751594442869006,0.9750470684655923,0.9758229203425203,0.9768825178578167
cg18005972,0.9873321958607714,0.9880890563832269,0.987535461134124,0.9880246863422802,0.9887327959187723
cg10571824,0.9811705145522672,0.9829416628841826,0.9832477830395602,0.9832797122755695,0.984284927336959
cg03834592,0.9731994388502178,0.9755000429521961,0.9747936804833516,0.97626633677343,0.9782949513093179
cg19368325,0.983077059991811,0.9843148739402048,0.9824861695450798,0.9838636547775775,0.9835436964575707
cg10702755,0.9760160362835736,0.9800862003467953,0.9794344841522393,0.9779030380232189,0.9814091731252169
cg05307257,0.9673329345836381,0.9693964118728943,0.9691422993329468,0.9702800064862346,0.9696585815655739
cg26812421,0.9737970734674505,0.9769657974521924,0.9765414805070906,0.9756036566606088,0.9753205522523627
cg06163701,0.9762153076191877,0.976958460796611,0.9769308761484595,0.9766426995478804,0.9791471854133045
cg20389911,0.9658056577503428,0.968160878244558,0.9670399595028811,0.9686748602673872,0.9665208228309422
cg11925103,0.98539274166469,0.98585772472928,0.9860645170858494,0.9857983402011083,0.9870309402020526
cg12134682,0.975542547999649,0.9748876912923163,0.9759942431340516,0.9693433196916013,0.9687795143313032
cg02697781,0.970805671390705,0.9720474178222575,0.9700527660145838,0.9723778047454313,0.9732326124150406
cg13998712,0.9822344129474816,0.9835257400929028,0.9837117589667337,0.98265874028139,0.9850591108206894
cg00995807,0.9760834495222364,0.9781841754407379,0.9776044962753959,0.9771796971554049,0.9779736054033245
cg04908586,0.9820426569715727,0.9819011049404457,0.9817473515216205,0.9826001255042955,0.982059704490532
cg09214456,0.979543277259802,0.9796804121963171,0.9804627252314562,0.981477345974336,0.981373837708354
cg27272547,0.9755432333587631,0.9787853685958324,0.9763974227537007,0.9784711850891441,0.9787216643001313
cg15732530,0.9751029056430854,0.9789981545547689,0.9793657647660042,0.9787768215050192,0.9799895115233425
cg12925355,0.9667220540375371,0.9722690260910352,0.9718108245574087,0.970771982927011,0.972091943627537
cg08848753,0.9806622370376232,0.9810972239414403,0.9804438255028517,0.9800201978081341,0.9821920228098824
cg20187418,0.9742767303705259,0.9768048024158741,0.9761521249163687,0.9766575956411154,0.9765880119210173
cg14016587,0.9775415625094147,0.9793303625217157,0.9787930303018593,0.9782314967859227,0.9794541982290381
cg13995193,0.9853275724448336,0.9864334635012763,0.9866443961526254,0.9859252814484813,0.986876070966359
cg01847620,0.9797014298805127,0.98224946905945,0.9817920287888652,0.9811528988286919,0.9829118172789152
cg10174683,0.9846791393776771,0.985871640789646,0.9859184817640864,0.985708500415291,0.9869219371951345
cg13312036,0.9781789702444119,0.9798690830001645,0.979734481189543,0.9792386348405752,0.9804190782801242
cg09921371,0.9859214979054655,0.9862384354135506,0.9869462049337417,0.9849954566629575,0.985775102118379
cg03387311,0.9772543004502962,0.97977581284523,0.9796976446585518,0.9800408224543331,0.9790501608457562
cg06934023,0.9847078952057478,0.9863441788553192,0.9860729318607051,0.985556577703009,0.9863973415884406
cg19032492,0.9708906875715785,0.9722869363216828,0.9739918329162824,0.97206008097315,0.9737620187154039
cg05625955,0.9732286016528253,0.9762765993415028,0.9752721198942907,0.9780976677227017,0.9794642491245165
cg06757994,0.9786729981587926,0.981756452564933,0.9807512316752527,0.9792659774436615,0.9806641733227012
cg04742135,0.9772945454303755,0.9771309829458865,0.9781578298640321,0.9786637141358892,0.9781531191185978
cg25754733,0.977639247556903,0.9800118454922312,0.9806828128628188,0.9790437595015941,0.9811171250564641
cg11967563,0.9812741821576321,0.9803456810025234,0.9825330453339648,0.9818371392034112,0.9824522063389682
cg02675260,0.9821788220899468,0.9835721918366092,0.9837306553060275,0.9837222268301014,0.9834564767714807
cg05184586,0.9808816751597574,0.981823480355342,0.981467300732885,0.9801470925999244,0.9814003564272834
cg15149712,0.9780762493408337,0.9799565827593495,0.9792302970704502,0.9787442704787114,0.9809432864922559
cg12577695,0.987038504734147,0.988017595555535,0.9883683349682996,0.9876828715631321,0.9887209811605379
cg21235925,0.9820868246808904,0.9837062460146021,0.983840994158885,0.9833690980185142,0.9835131579181648
cg17019070,0.9821351936824142,0.9840358718551016,0.9843262348229022,0.9847662370254967,0.9857965758148508
cg01446895,0.9831874552473412,0.9843604839851771,0.9846204002018651,0.9841010219790195,0.9856564717716687
cg16479386,0.9792811038528184,0.9758051419505531,0.9786997443540023,0.9777504726409129,0.9794098402696613
cg10239991,0.9757637749868494,0.980002897863775,0.9792936322448288,0.9789616328789414,0.9791393834621805
cg02796278,0.9821005832731853,0.9837718941303565,0.983664512137146,0.9834174554569707,0.9839875596211902
cg07746960,0.972644221361504,0.9733105177056556,0.9723768788491601,0.9768469024888718,0.9772615532307212
cg01110955,0.976481620408145,0.9764768337832214,0.9774469903594836,0.9761967270667807,0.9764488113214158
cg01813877,0.9748469262141279,0.979321903345614,0.9787315874750055,0.9787311154128595,0.9782602235865666
cg08644263,0.9785949480379987,0.9804379448271303,0.9800760440484687,0.9793297493052057,0.9802263212402299
cg04173139,0.9800697657273317,0.9824705559615209,0.9827243576718004,0.9819241929631058,0.9848223551009909
cg18606700,0.9731914492432275,0.975264548266181,0.9752039907216471,0.9750936240796737,0.9763087630177205
cg17479060,0.9699631605538609,0.9773215208336694,0.9750137650595064,0.9782822486081899,0.9797344404023972
cg11325942,0.9848702817687301,0.984536035740874,0.983547991448274,0.9822955415859924,0.9847768376434148
cg03996398,0.9710914303740629,0.9691785473226362,0.9683546969228983,0.9714221478937793,0.9727494260099457
cg08386897,0.965358078034831,0.9694632547652073,0.9666813819205952,0.9697582760815336,0.9711079011666836
cg07292251,0.9767621183533216,0.9781563799230255,0.9793174578613755,0.9755569624257321,0.9797995295570556
